,logFC,AveExpr,t,P.Value,adj.P.Val,B
ATP1B3,1.26072014617953,9.97637170644347,18.1636634054722,2.92961622888796e-30,2.60485285088294e-28,58.4921671723745
FZD6,1.67216655022531,8.73166316774996,18.1524930372049,3.0492889738446e-30,2.69353859356273e-28,58.4522674816286
KIF18B,1.40527563470289,7.42776715541974,18.1254412036089,3.35996492759791e-30,2.94869649327829e-28,58.3555766596513
HEATR1,0.947468656535148,7.37337255495719,18.1159571110897,3.47629277838079e-30,3.0311030257946e-28,58.3216564795876
TMPRSS11D,-2.52545038053909,8.74593015589548,-18.0920387693167,3.788050001312e-30,3.28176254921357e-28,58.2360623906644
KIF2C,1.27114846891623,6.83990598927283,18.0864450911611,3.86494289062956e-30,3.31084178692499e-28,58.2160346790404
TUBB,0.841996172166382,10.9788670283434,18.0860372520846,3.87061045012318e-30,3.31084178692499e-28,58.2145742930382
COL5A2,2.38388454795965,8.2697153121683,18.0832231843047,3.90994561934395e-30,3.32345377644236e-28,58.2044971476608
TROAP,0.976843341001847,7.03898218555746,18.0694044693508,4.10904006126191e-30,3.47085477674717e-28,58.1549982797147
ABR,-0.857983281691264,7.20967289566895,-18.0542167218956,4.33968845949494e-30,3.62436189544494e-28,58.1005682816987
CKS2,1.98707997875263,9.34441604246337,18.0539145803763,4.34440715547229e-30,3.62436189544494e-28,58.0994851745704
CSE1L,0.969857272069991,8.49158700120348,18.0234843322135,4.84718307456505e-30,4.01899872716237e-28,57.990341953508
PSMA3,0.919979904758626,8.66724893033687,18.0183350559908,4.93789628860077e-30,4.06924806953899e-28,57.9718618674709
ALDH9A1,-1.44302054540653,10.2534499440878,-17.9834864688188,5.59855096630505e-30,4.58572220058259e-28,57.8467084791315
PITX1,-1.90379482352564,8.48904008954236,-17.9483492259327,6.35515157792624e-30,5.17408876961886e-28,57.720366030307
PRKDC,0.935993564098291,6.62053637167846,17.9442487654431,6.44992170334817e-30,5.21980190543416e-28,57.705612088893
MAPK3,-0.780106707119755,8.67132779869192,-17.9369277628254,6.62268672030583e-30,5.32771494196031e-28,57.6792650683169
FANCI,1.4858564543383,6.90640752473984,17.9298762437627,6.79350802552103e-30,5.4327965067998e-28,57.6538815831158
PMM1,-1.55589684988716,7.37782198175941,-17.8966250308162,7.66093969583958e-30,6.09044705819247e-28,57.5341033689947
MCM4,1.16931397340231,6.63743088674628,17.8613376199384,8.70421917619217e-30,6.87938726118346e-28,57.4068400575184
MAL,-5.23640535832336,9.91603345104601,-17.8314784505752,9.6983894932103e-30,7.57704660988539e-28,57.2990326181597
MELK,1.59115547889401,8.19773243293193,17.8314591409228,9.6990681724763e-30,7.57704660988539e-28,57.2989628641721
CCNB1,1.63648747067207,7.77560257204769,17.8251251234426,9.92429778432167e-30,7.70844164109812e-28,57.2760794202866
ITM2A,-1.41776222433549,7.47339658019714,-17.7840343316966,1.15193665266289e-29,8.89624220613658e-28,57.1275058665236
RNF141,-1.3246659715613,7.04486087740159,-17.7502248980857,1.30243059127973e-29,9.97401729680281e-28,57.0051019827407
CES2,-1.64446333561256,9.20962845746263,-17.7494184299999,1.30625309769449e-29,9.97401729680281e-28,57.0021804996784
NCAPD2,1.1237233610067,7.15618694592515,17.7478197220162,1.31386417565792e-29,9.97577209776223e-28,56.9963888362103
HJURP,1.3303511999634,6.63342421885452,17.7128959650152,1.49177149095327e-29,1.12632914526444e-27,56.869790417756
PHACTR2,-1.36373612294971,7.44851704802787,-17.7071108618896,1.52350695734835e-29,1.14389980714239e-27,56.8488047497043
UNC13B,-1.11519935264147,7.88536072233531,-17.6765803673139,1.70263274812406e-29,1.27133047463518e-27,56.7379850289295
PLOD1,1.05437760621508,7.52180433120605,17.6678033637811,1.75795949260312e-29,1.30542981002918e-27,56.7061046628507
CLEC3B /// EXOSC7,-2.08350195956455,7.02797329278485,-17.6449699337753,1.9105460466011e-29,1.41098523605541e-27,56.6231225574649
SLC38A6,1.60046968126802,6.02766070499429,17.6395959289867,1.9483607971936e-29,1.43109218337345e-27,56.6035826665172
SLC25A32,1.53782367900972,7.77643963016432,17.6008607637116,2.24423068391101e-29,1.63950149692202e-27,56.4626346027123
TRIP13,1.83504129061904,7.63999444174321,17.5954206188959,2.28926961043875e-29,1.66341283790751e-27,56.4428241608278
NBEAL2,-1.26630665929271,6.89583273377134,-17.5709894353553,2.50305548404289e-29,1.80902646346736e-27,56.3538115896282
SCNN1B,-2.30531980299767,6.90778522086195,-17.5361254334211,2.84352248361374e-29,2.04415991308722e-27,56.2266585001252
MTHFD2,1.72141418754822,8.41869038296308,17.5169158023097,3.05071435670107e-29,2.1815028852283e-27,56.1565335724872
MIR6778 /// SHMT1,-1.21393387212055,7.26668055985889,-17.4842448766458,3.43871628345118e-29,2.44601318793909e-27,56.0371616687951
FNDC3B /// LOC101928615,1.72472027650827,8.00073952031185,17.4731358569703,3.58169863525162e-29,2.53437995054585e-27,55.9965413684473
AURKA,1.1753080112964,6.33188782409691,17.4685886421931,3.64194209160732e-29,2.56358580042047e-27,55.9799099348488
PARP1,0.922558823545998,8.26733073222051,17.4646275681401,3.69525297489886e-29,2.58763440185275e-27,55.965420192437
APMAP,1.29962315625339,8.7957173180483,17.4466876569727,3.94673698347098e-29,2.74906211589517e-27,55.8997706960348
PTDSS1,1.2171110118366,9.62441000575532,17.4453298190448,3.96646032260124e-29,2.74906211589517e-27,55.8948001625123
MTERF3,1.35213283555633,7.71738403012778,17.439891094907,4.0464630215828e-29,2.79020141513732e-27,55.8748887163414
MYO6,-1.37176009607346,7.37647455002782,-17.3708389304956,5.21581954298152e-29,3.578264016416e-27,55.6217615748961
SH3GL1,-0.991052972902334,8.85540336209844,-17.3091649539531,6.54645685152636e-29,4.46845274486761e-27,55.3951730871294
PIM1,-1.23356366649189,8.47370426200368,-17.2895237392128,7.03844846963948e-29,4.78013221443103e-27,55.3229110831123
GLTP,-1.89702415969679,9.24238885819726,-17.2625690721085,7.77498468221931e-29,5.2539458990097e-27,55.2236628772998
RHCG,-3.58484495709042,10.4094684785596,-17.217759801691,9.17569968935307e-29,6.1696309105277e-27,55.0584701678056
RACGAP1,1.21052401672913,8.3556627841923,17.2106332741109,9.42086004590469e-29,6.30311502576247e-27,55.0321743017504
COL7A1,1.49913594693184,7.94651590466577,17.2081292933379,9.50856017601562e-29,6.33045274772666e-27,55.0229334466584
XPOT,0.984611626792252,8.63533279678385,17.1928054270333,1.00635099997619e-28,6.66707537484227e-27,54.9663639679444
NCAPG,1.14936366840408,6.35277061742147,17.1340510211449,1.25118312580252e-28,8.24865363181516e-27,54.7491912149889
ABLIM3,-1.93227090320421,6.76165202054317,-17.1248144184797,1.29480727553994e-28,8.49481569365159e-27,54.7150103818608
FYCO1,-1.15686841539223,6.89427794752234,-17.1165468526386,1.33515519307408e-28,8.71720890550543e-27,54.684406384393
CDH11,1.69138633438458,6.53268587448406,17.1014246697709,1.412267604975e-28,9.17634455828709e-27,54.6284062818386
NUP155,1.23842228108121,6.75579036734638,17.0994360101529,1.4227373310884e-28,9.20014116251664e-27,54.6210397690838
MRPL3,0.934122759369026,10.2895103487348,17.0932716712412,1.45569112172639e-28,9.36841214768198e-27,54.5982022679835
ALOX12,-2.89153229961847,7.89954107424438,-17.0854967709036,1.49835554867194e-28,9.5972868437447e-27,54.5693911258058
LYPD3,-1.72853351077056,9.92167970407454,-17.0588703922032,1.65426176202454e-28,1.05459187329064e-26,54.4706647201787
MMD,1.3132778300447,7.32927056622842,17.0400409868089,1.77430482818391e-28,1.12580890858712e-26,54.4007939669143
ACPP,-2.25678310313536,6.91663703056507,-17.0384810341373,1.78463588692374e-28,1.12707261737264e-26,54.3950033926357
CENPF,1.0469557241385,5.5200819718939,17.0214980473779,1.90111395160901e-28,1.1950490723719e-26,54.3319422318837
TNXA /// TNXB,-1.28661176305447,6.93995514487797,-17.018109982839,1.92525353215527e-28,1.2046204392166e-26,54.3193573024628
MEST,2.1283018941893,8.23827929735961,17.0059902156047,2.01416601791372e-28,1.25444487244719e-26,54.2743266231895
TTC22,-0.703877299884071,5.46814189692401,-17.0040449085831,2.02881814394825e-28,1.25534905528098e-26,54.2670971481969
NLRX1,-0.979635542071172,8.40168737354704,-17.0033346081047,2.03419491754743e-28,1.25534905528098e-26,54.2644572910824
PRSS2,-1.44823600641022,6.35052844678151,-16.9907103167675,2.13219247744259e-28,1.30984460602894e-26,54.2175279691372
CRYL1,-1.38586109869224,7.2411772346088,-16.9277316617803,2.6970790227664e-28,1.64936755623022e-26,53.983109638251
RAP1A,-0.897361427700361,8.2723088748801,-16.9244779328871,2.73006334988375e-28,1.66201829611166e-26,53.9709849492557
CAD,0.858934118659792,6.99287624276917,16.9212883680454,2.76279227375912e-28,1.67440078833428e-26,53.9590980538146
ANXA11,-1.02304601850102,8.64780972747899,-16.9164989960661,2.81268233972848e-28,1.69702686702814e-26,53.9412465535717
ATAD2,1.76398922248989,6.40694019498276,16.891770664336,3.08511248657407e-28,1.85312423360216e-26,53.8490298176465
BIRC5,1.11313692879745,6.79786384061613,16.8875851696956,3.1337915017602e-28,1.87403505072076e-26,53.8334135962207
MSH6,0.823424037287198,5.78191254707835,16.8707841900455,3.33712065538472e-28,1.98683637257817e-26,53.7707061297461
XPO1,0.818789561610523,9.69432752654542,16.8498799062251,3.60880220572058e-28,2.13916499168042e-26,53.692633426024
VPS4B,-1.15098219737213,9.80188851319772,-16.8143916298278,4.12214099149606e-28,2.43278320961001e-26,53.5599653655706
