,logFC,AveExpr,t,P.Value,adj.P.Val,B
MTERF3,0.624828456636999,7.46265276066287,9.51782486322891,3.47603927384075e-14,2.47256162031357e-11,21.9687251797581
NUP155,0.612603836585813,6.52056273474227,9.49775973443518,3.7783571460706e-14,2.55322484145721e-11,21.8876772903626
UBL3,-0.883321164673258,8.80606214805818,-9.46801743615712,4.27573411068205e-14,2.75174030980323e-11,21.7674875170193
EPS8L1,-0.845441657999528,8.13621639263175,-9.41844433071282,5.255145702563e-14,3.10133237753309e-11,21.5670212957289
ARPC1B,0.734998862574369,8.7554691683491,9.41740687191204,5.27788713897604e-14,3.10133237753309e-11,21.5628241335736
MCM4,0.520596537344066,6.35111101195293,9.38815456544586,5.9614197416496e-14,3.28426291143133e-11,21.4444499884671
TMEM40,-0.613956591733403,7.43713721315597,-9.38361373457434,6.07521811215562e-14,3.28426291143133e-11,21.4260695450631
CKS1B,0.823982903077779,8.84119290108249,9.35310648978854,6.89841655815536e-14,3.5444986930901e-11,21.302545782859
FAP,0.988844087569527,6.25649021562899,9.34136602276546,7.24426999203377e-14,3.5444986930901e-11,21.2549920790995
HOMER3,0.49665557348041,5.7713309845297,9.33810474438928,7.34339351879562e-14,3.5444986930901e-11,21.2417809445227
MSH6,0.406146495220646,5.62902857872756,9.32396462754903,7.78915766857099e-14,3.63001606519783e-11,21.1844925492505
SLC25A32,0.701040767634306,7.50752673313161,9.2938376486883,8.83157493649345e-14,3.9786245088903e-11,21.0623902373851
PXDN,0.98120190823309,7.36223556536334,9.27182027140262,9.68094234315888e-14,4.22057857315459e-11,20.973118615007
LEPRE1,0.533542508755832,6.48479440179637,9.26148538555067,1.01074415418957e-13,4.26881476371002e-11,20.9312042030786
SASH1,-0.884594844360481,9.5148345977101,-9.25291780904601,1.04752668409445e-13,4.29009791985954e-11,20.8964522455069
PRKDC,0.5334486291421,6.41657430806798,9.21862026161956,1.20872757809508e-13,4.71154272104053e-11,20.7572882813204
ECT2,1.11380221669307,6.15509679967704,9.21636606507234,1.22015534766125e-13,4.71154272104053e-11,20.748139238061
KIF14,0.907450518487083,5.7247288157966,9.20494547217173,1.27974008263912e-13,4.71619858929487e-11,20.7017820588069
AGFG2,-0.268119100920445,5.84911107413573,-9.20281892823011,1.29115314690278e-13,4.71619858929487e-11,20.6931493601943
DHRS1,-0.725886114364063,9.44801382994568,-9.16982160032974,1.48191990082631e-13,5.27056512096516e-11,20.5591621197558
CHMP2B,-0.474105838132567,8.0855959290933,-9.14943499699025,1.61366288719088e-13,5.59196254368838e-11,20.4763491991732
TJP1,-0.676710807857617,8.80132010958073,-9.12138804791399,1.81432589169705e-13,6.1301536065714e-11,20.3623797000397
IL1RN,-0.969618330676333,8.38083547776102,-9.11247705976044,1.8831794098794e-13,6.20760237183416e-11,20.3261602819498
VCAN,1.38311876021951,6.72768584596673,9.08435347982275,2.11815239812922e-13,6.81591182398008e-11,20.2118205737814
FZD6,0.842566371387131,8.43913924919029,9.06593708824178,2.28773901045361e-13,7.16330886452702e-11,20.1369229155492
NAGK,-0.563118037589128,9.80922182122517,-9.05599094460079,2.38492406358393e-13,7.16330886452702e-11,20.096465257727
ILF2,0.520184709859095,8.84357556535031,9.05597135664807,2.38511948874373e-13,7.16330886452702e-11,20.0963855750813
MMP1,3.44023828965462,6.52786848242935,9.04582543651948,2.48853279264597e-13,7.3114175418718e-11,20.0551098004501
DTL,0.939103895899389,6.663234029921,9.00785190322058,2.91711678629433e-13,8.38826241846124e-11,19.9005770260572
CFD,-1.41995602644537,8.64844871411295,-8.96322717857614,3.51633565861688e-13,9.90068258879315e-11,19.7188825111294
AGRN,0.301940397963702,6.7826452326825,8.89623536161901,4.65553367443485e-13,1.26045244492463e-10,19.4459343715991
ALDH9A1,-0.612710759183206,10.6161020468746,-8.8958447237978,4.66316109850029e-13,1.26045244492463e-10,19.4443421537043
MCM2,0.983434112221832,7.82736179795701,8.84487977984528,5.7737645592391e-13,1.53004760819836e-10,19.2365525090138
CSE1L,0.437286915965356,8.32714449241196,8.81440407753993,6.56085758632879e-13,1.69071014675485e-10,19.1122450990379
SPP1,2.08523929809697,6.54607189568896,8.81189599879171,6.63023586962687e-13,1.69071014675485e-10,19.1020131274258
RAB11A,-0.538845211002081,9.7372577012313,-8.7981705486415,7.02313893235523e-13,1.75773560501446e-10,19.0460140439291
MCM7,0.672611365052194,7.91544157433279,8.78186910462178,7.52021243514854e-13,1.8390137257565e-10,18.9794949374132
THY1,0.854662640401598,7.46410187309206,8.77872597168778,7.62003467572061e-13,1.8390137257565e-10,18.9666679331729
HAT1,0.614577309710506,7.77500409163015,8.76123318575488,8.20034359447979e-13,1.94434462595429e-10,18.8952733078851
NUDT1,0.589573500222373,6.91933017668226,8.74972075917339,8.6062217765587e-13,2.00539805707226e-10,18.8482801675045
TOP2A,0.964325529045581,7.02526837565985,8.70389508256903,1.04315010615412e-12,2.38952096350388e-10,18.6611717916452
GINS1,0.997289700487649,7.45162652044465,8.65753055125312,1.26734638156529e-12,2.85469772447581e-10,18.4717852924061
ALS2CL,-0.469473012792276,7.8649099495846,-8.64233831892913,1.35084626373667e-12,2.95332536414217e-10,18.4097129840314
PLXNA1,0.513132166377705,7.39538013447482,8.64163605268828,1.35483664503747e-12,2.95332536414217e-10,18.4068434830744
CHN1,0.56591567104769,7.40695787598229,8.63323135515276,1.4035197331023e-12,3.01088399886947e-10,18.3725001325432
HSPD1,0.529843891241487,9.18586623801106,8.6175121823646,1.49932399936338e-12,3.16615060178065e-10,18.3082621272003
ATAD2,0.760627389986867,6.03182038564191,8.60687185934853,1.56786550806917e-12,3.25995420639306e-10,18.2647748769946
NME1,0.561076691246777,9.58078521886324,8.59666648147392,1.63655246115489e-12,3.35121310795581e-10,18.2230619276936
KIF4A,0.910187509199892,6.36364071787476,8.5851295715111,1.7178380146097e-12,3.46516130857464e-10,18.1759026883339
ACTL6A,0.789207053797254,8.01727306675448,8.5625869276453,1.8885227619963e-12,3.75343898946765e-10,18.083744000977
RUVBL1,0.695388008838142,7.1396108753176,8.54890534888384,2.00029424192482e-12,3.8521884500638e-10,18.0278038675768
ABR,-0.401028284423052,7.32014544430342,-8.54852725291112,2.00347541675525e-12,3.8521884500638e-10,18.02625786396
RPN1,0.49405868907336,8.86391867874735,8.54515184764182,2.03210043805885e-12,3.8521884500638e-10,18.0124559293476
TOPBP1,0.715581818419837,8.05909988616154,8.54280773572416,2.05222026196518e-12,3.8521884500638e-10,18.002870736302
NPEPPS,-0.450788976897257,8.30225763901141,-8.51905125254028,2.26772893670393e-12,4.19840501089775e-10,17.9057207812699
ATP6V1D,-0.352780951971284,8.02264147835738,-8.50031168803773,2.4536033646826e-12,4.48114182076829e-10,17.829076490583
ACOX1,-0.349884627614471,5.9448823583166,-8.47732507290294,2.7025673823208e-12,4.87002642294209e-10,17.7350497507648
PFDN2,0.471834723404899,8.82459066468444,8.45354591167169,2.98676734420181e-12,5.31133692853783e-10,17.6377677270761
POLR2H,0.583734065543442,9.14361653626232,8.43788793656364,3.19005741932828e-12,5.51257850920032e-10,17.573702921619
UBE2S,0.681456458440974,8.17095972954989,8.43557663273149,3.22121686807998e-12,5.51257850920032e-10,17.5642457343948
TRIB2,0.608848421480626,6.44051284105286,8.43342317481081,3.25052249513235e-12,5.51257850920032e-10,17.555434302853
ANXA11,-0.468454298541092,8.88443497224332,-8.43250580827071,3.26308753781743e-12,5.51257850920032e-10,17.5516806293793
COL4A1,0.844011668282523,8.24232789343393,8.41584350812523,3.4999619462442e-12,5.83975132141856e-10,17.4834988535012
BLNK,-0.968686119284924,8.48838400648669,-8.40601109793417,3.64774000902488e-12,6.00294266261308e-10,17.4432621518383
CENPF,0.449440559634835,5.29470525578764,8.40349163128309,3.68660185717266e-12,6.00294266261308e-10,17.4329515465652
SLK,-0.589996663085754,8.85934141763971,-8.39695050978714,3.78944214733038e-12,6.09694174061548e-10,17.4061822327243
FRMD4B,-0.242044713931426,5.610795694606,-8.39212195707562,3.86719525172914e-12,6.14884045024934e-10,17.3864210138807
TGFBI,1.12578371646621,9.10125502942937,8.3683393600427,4.27410227935522e-12,6.71680143087044e-10,17.289082549963
NUCB2,-0.96261003088322,8.69273380178468,-8.3453322663326,4.70848235250091e-12,7.29763205785359e-10,17.1949085587438
ADAR,0.445139115914193,9.94621924052659,8.34287177272083,4.75747715699689e-12,7.29763205785359e-10,17.1848365966149
HLTF,0.775598177578609,7.88910892452324,8.34047509153253,4.80569184719918e-12,7.29763205785359e-10,17.175025754622
SMAGP,-0.77345047547876,8.98192340254338,-8.33276533105531,4.96413323341138e-12,7.45447340550609e-10,17.1434651404914
RCN2,0.458256239175781,8.27627168457295,8.3229457024514,5.17352699071657e-12,7.64489283657997e-10,17.1032662495533
MARCKSL1,1.00475907946071,8.48504476334507,8.32154668393135,5.20407059537815e-12,7.64489283657997e-10,17.0975389289674
AIM1,-0.799395246956395,10.2515551977738,-8.30703886282045,5.53164606737217e-12,7.91962911175993e-10,17.0381449291165
IFI30 /// PIK3R2,0.64783921560126,9.06729381380653,8.30660299376112,5.54180065970729e-12,7.91962911175993e-10,17.0363604652241
CDC25B,0.771209103097709,8.33525571603085,8.30552962516559,5.56688690800735e-12,7.91962911175993e-10,17.0319660435552
COL3A1,1.57070227950193,10.0671691114711,8.27229682635966,6.40244723851034e-12,9.01344525296534e-10,16.8959018285064
COL6A3,1.1683950544668,10.1823470808896,8.26828565377061,6.51143794247324e-12,9.07237977242534e-10,16.8794780517847
RAI14,0.871162478268668,7.5459821327614,8.261846004876,6.69031093096618e-12,9.22648492163346e-10,16.8531104700067
SH3BP4,0.593827872539254,7.26712337666184,8.2531806754604,6.93879040091704e-12,9.34928331230984e-10,16.8176289541166
TIMP1,0.838476961810744,9.57653237894221,8.25318003181412,6.93880919636975e-12,9.34928331230984e-10,16.8176263185781
GFOD2,-0.319355103597914,7.23761435937161,-8.24932540762896,7.05228874371661e-12,9.34928331230984e-10,16.8018427096512
FTSJ2,0.342359451349258,7.35182766251694,8.24566047862958,7.16190539393055e-12,9.34928331230984e-10,16.7868357051017
ATR,0.454737431111514,6.49460755110311,8.24465056063174,7.19241016374108e-12,9.34928331230984e-10,16.782700308993
PPL,-1.00899617215858,11.3300186390383,-8.24458426916305,7.19441705127801e-12,9.34928331230984e-10,16.7824288593803
TRIP10,-0.69319141984942,8.51223526812397,-8.23689123714838,7.43115996672346e-12,9.56496447145406e-10,16.750927213216
ITSN2,-0.289678209446433,7.44695395801669,-8.22773664367823,7.72305834367061e-12,9.84689938818003e-10,16.7134399778739
FOXM1,0.893081949184532,6.66109579871128,8.22369240894865,7.85563775705493e-12,9.88894673508848e-10,16.6968789545838
FUT6,-0.80151140172621,6.91077413590793,-8.22228292703229,7.9023769692161e-12,9.88894673508848e-10,16.6911071329108
MMP11,0.891235020406551,6.44923783227371,8.21703690003972,8.07879631597252e-12,1.0016966257832e-09,16.669624525586
HMGB3,0.798882374317081,7.51758723733314,8.2072751799698,8.41762983430695e-12,1.02683307975478e-09,16.6296494333585
VPS37B,-0.590382477145579,8.16317641699851,-8.20682824027653,8.43347923439002e-12,1.02683307975478e-09,16.6278191581246
COL5A1,1.17965744673571,7.21166069301599,8.19575870037714,8.83569846474817e-12,1.06620057813457e-09,16.582487491894
IL18,-1.31414736464104,7.73104900004526,-8.18631712324614,9.1938949028363e-12,1.09846272328445e-09,16.5438219203884
PTK2,0.397857719586845,7.18209409613603,8.18447102530888,9.26561231627283e-12,1.09846272328445e-09,16.5362616274771
ABLIM1,-0.857465928054947,9.25100887881868,-8.16524217806453,1.00467179625484e-11,1.18070776751166e-09,16.4575128405392
GPX3,-1.16621946278699,9.94746693102113,-8.16174882545687,1.01955372320917e-11,1.18786798010103e-09,16.4432061335515
EVPL,-0.703299808558578,8.62542053872184,-8.15582019326927,1.04531651782632e-11,1.19331143391685e-09,16.4189258244064
KPNA2,0.542475314502529,9.42295980214749,8.15490084794657,1.04936942888264e-11,1.19331143391685e-09,16.4151606935653
PARP1,0.471533493270528,8.0913563660782,8.1545965292212,1.05071447011546e-11,1.19331143391685e-09,16.4139143712486
CDC6,0.672865762685864,4.96534334081665,8.14666860753851,1.08636884743832e-11,1.2235229144274e-09,16.3814458182067
KRT32,-0.340912718394527,5.89047741012743,-8.13948063012879,1.11974039906206e-11,1.25068524738212e-09,16.352007466559
GDPD3,-0.960233931744029,7.86828119314589,-8.13590640153601,1.13671418799819e-11,1.25923706973734e-09,16.3373691491438
COL5A2,1.46631958111449,7.97786685840901,8.11183492244013,1.25792883142759e-11,1.37432168235569e-09,16.238783028738
KIF18B,0.644022572459369,7.14452983797457,8.11126714148051,1.26093887245361e-11,1.37432168235569e-09,16.2364576337208
PADI1,-0.64542994640912,8.00840302136236,-8.10578166904842,1.2903931824455e-11,1.39517310886007e-09,16.2139913905341
PSMB4,0.398834371303327,9.98243680108754,8.10337018109626,1.30355849584816e-11,1.39801335077977e-09,16.2041149125962
LEPREL4,0.587588141110449,5.89845720518229,8.09954731224477,1.32470494496227e-11,1.39801335077977e-09,16.1884579766031
ANP32E,0.529841232727812,7.90246703672908,8.09777868869106,1.33460394176708e-11,1.39801335077977e-09,16.1812143998491
TMEM194A,0.428406175213257,5.91771542973826,8.09732589287246,1.33715011487745e-11,1.39801335077977e-09,16.1793599283327
NUP107,0.644663820922887,8.1308296052532,8.0947372584605,1.35180014735405e-11,1.39801335077977e-09,16.1687579088868
PLEKHA6,-0.398602486215557,5.60904252942172,-8.0941606677945,1.35508508288679e-11,1.39801335077977e-09,16.1663964217071
LAPTM4B,0.911242869377454,9.16721574555777,8.09080088127759,1.37438576973282e-11,1.40718361196508e-09,16.1526360624639
ISG15,1.52101808802915,8.47448453778139,8.08213064742096,1.42547261973701e-11,1.43413273534877e-09,16.117126195526
FNDC3B /// LOC101928615,0.850817808869612,7.66577500890428,8.08169135897751,1.42811096136858e-11,1.43413273534877e-09,16.1153270429768
RNF10,-0.308073379630813,8.07001250053629,-8.0809555682846,1.43254102310088e-11,1.43413273534877e-09,16.1123135340389
CEP55,1.02126512439909,6.63653811287326,8.07477679262613,1.47028871861395e-11,1.46109941412261e-09,16.0870077111214
RFWD3,0.459721382930624,5.97077022278507,8.06402782711643,1.53834253289743e-11,1.5175692943145e-09,16.0429842711037
FXR1,0.503069261137079,7.8996774263009,8.06133300363464,1.55589222760511e-11,1.52375967073066e-09,16.0319473804583
TRIP13,0.824472473027182,7.21276103820047,8.05733412997058,1.58230402167425e-11,1.53039692341621e-09,16.015569657501
FEN1,0.574205218686014,7.20470040831995,8.05688222412339,1.58531682780814e-11,1.53039692341621e-09,16.0137188409506
TTI1,0.466993673087742,6.83375250415369,8.04773327171345,1.64756068832501e-11,1.57920444700089e-09,15.9762486663892
PTPLAD1,0.575656859250128,7.29087742668399,8.03110107963331,1.76704189021729e-11,1.6697156290886e-09,15.9081309343643
CDH11,1.01978092690553,6.22168175791194,8.03013218262427,1.77426335955713e-11,1.6697156290886e-09,15.9041628102477
ZNF185,-0.893919388831721,10.3066241325061,-8.02877304625827,1.78444315134068e-11,1.6697156290886e-09,15.8985964641105
MAGOH /// MAGOHB,0.464461252782025,7.25112935090353,8.02784763080754,1.79140781515241e-11,1.6697156290886e-09,15.894806426973
CCT6A,0.480942538394589,8.82093224819484,8.02426008545315,1.81866550547043e-11,1.68351125386526e-09,15.8801136737
SLC35C1,-0.395437758044694,6.98041505270976,-8.01802385194827,1.86703818743632e-11,1.71627818652986e-09,15.8545733736146
LOXL2,0.324918814850226,5.55948605536217,8.01644834833622,1.8794611291633e-11,1.71627818652986e-09,15.8481209747138
COL1A2,1.61826499240941,10.3590130644595,8.01366409334759,1.90161756673866e-11,1.72485647077000e-09,15.8367182211141
AKTIP,-0.402540027887457,7.80490989501889,-7.9943868581376,2.06235335932648e-11,1.85818037675316e-09,15.757770530244
PTDSS1,0.532670999496051,9.41523655314123,7.99010065923667,2.09989895105311e-11,1.86694676984811e-09,15.7402171887237
DPP3,0.426586088946369,7.26565403048849,7.98949366128294,2.10527099140086e-11,1.86694676984811e-09,15.7377313493014
CALU,0.416990032358409,7.40582544229924,7.98856407437297,2.11352464511106e-11,1.86694676984811e-09,15.7339244155564
UNC13B,-0.510445890070819,8.18195748508608,-7.9809500790651,2.18235716764319e-11,1.91523098186348e-09,15.7027430658579
CCT3 /// LOC101927137,0.400699579111068,9.83262391111599,7.9752309316799,2.23552964579899e-11,1.94923762341763e-09,15.6793218918498
TP53I3,-0.815831070287308,8.97055787192163,-7.97232155178771,2.26307396478804e-11,1.95722648230837e-09,15.6674074296653
SLC20A1,0.722102778021216,7.97536192424475,7.97121326106702,2.27365562502711e-11,1.95722648230837e-09,15.6628687859209
SQRDL,-0.439149387135285,10.3127900016127,-7.9575900693876,2.40783858161116e-11,2.05961635635916e-09,15.6070802407209
YEATS2,0.529141285611937,6.90529183828751,7.95313863127597,2.45337710417422e-11,2.08537053854809e-09,15.5888514253692
TPX2,0.793574785022769,7.47402425964846,7.94204548422379,2.57064183839984e-11,2.16866399528307e-09,15.5434253320083
SPARC,1.00172588330035,9.48756530718295,7.93973562509881,2.59575518351044e-11,2.16866399528307e-09,15.5339666774492
ITGA6,0.904911267904945,8.19247547802537,7.93795029689421,2.61533359458002e-11,2.16866399528307e-09,15.5266559633668
CCDC6,-0.56938276413884,7.86904138290365,-7.93703617831236,2.62541513994229e-11,2.16866399528307e-09,15.5229127649836
HSP90AA1,0.494837795336075,11.4702900664586,7.93647701292872,2.6316011485492e-11,2.16866399528307e-09,15.5206230585684
MRGBP,0.5730317203273,6.27762743701691,7.91651318389096,2.86226975432436e-11,2.34445913513295e-09,15.438876043689
NUP62,0.344967585499982,6.53185305285444,7.90759024664497,2.97180041284926e-11,2.4072720014525e-09,15.4023402356442
CES2,-0.716947738583256,9.56776324629377,-7.907368144524,2.97457953564608e-11,2.4072720014525e-09,15.4014308296435
TTC22,-0.339516346708075,5.57698646723079,-7.9036906331029,3.02097494415554e-11,2.43026645061084e-09,15.3863731997546
MCM6,0.605588765878704,7.79924091943238,7.90143128048678,3.04983681856527e-11,2.43492690175756e-09,15.3771223267342
TNXA /// TNXB,-0.671263042519973,7.18221123834319,-7.90042335975481,3.06280113428624e-11,2.43492690175756e-09,15.3729954365193
SNAI2,1.13362729726323,7.94305345370185,7.89709150746803,3.10605009391609e-11,2.45486941633193e-09,15.3593533950868
RPL39L,0.857427102489068,6.18763816207351,7.87090615136546,3.46789321886138e-11,2.71749854136909e-09,15.2521444119707
TICAM1,-0.505820510303607,7.13489834164954,-7.86930620717943,3.49132043995908e-11,2.71749854136909e-09,15.2455941791049
PUF60,0.382208518153427,8.77172877012044,7.86880673812375,3.4986662685773e-11,2.71749854136909e-09,15.243549341378
HSPE1,0.580482094366194,8.98261293088967,7.86313181959683,3.58322138092345e-11,2.76727068361031e-09,15.22031635728
PARP12,0.720289065940098,7.99478723278231,7.85912127082961,3.64420629870196e-11,2.79837773448620e-09,15.2038975593283
CAST,-0.486012284401934,8.39917694497336,-7.85399430506235,3.72368033558527e-11,2.84325083251045e-09,15.1829086226016
LMBRD1,-0.447800517326462,8.39843299424273,-7.84552625241913,3.85875542710804e-11,2.92983593243625e-09,15.148242756509
TIMELESS,0.356055839643441,5.8024826433781,7.83932299984483,3.960801176344e-11,2.99051552504409e-09,15.1228491037641
LPIN1,-0.710146240540458,7.45839226146693,-7.83516619341721,4.03068656712619e-11,3.02637383081725e-09,15.1058331525729
EPHX2,-0.659753062146724,6.65468434362327,-7.83205126623522,4.08386191975884e-11,3.04935877599672e-09,15.0930823450655
EBNA1BP2 /// MIR6733,0.488948915472348,7.41265363552905,7.81981805140707,4.29956599452189e-11,3.16293865628478e-09,15.0430079168506
ATP2C1,0.436270164028156,6.80214081957752,7.81967870627289,4.30208747454882e-11,3.16293865628478e-09,15.0424375485821
CKS2,0.89366265140317,8.99110844437375,7.81945251531238,4.30618359420199e-11,3.16293865628478e-09,15.0415117032591
NEK2,0.526084142806113,5.45644977647401,7.81290478585937,4.42646121218547e-11,3.23370936663171e-09,15.0147109338049
DDX18,0.330187394085112,7.93981595083165,7.81040080981086,4.47333979363203e-11,3.23860767765175e-09,15.0044620231913
ESPL1,-0.693786654692826,8.66795401918601,-7.8099892400859,4.48109238417224e-11,3.23860767765175e-09,15.0027774572301
TMEM184B,0.583696437149456,7.56474612736861,7.80368052050024,4.60162121239278e-11,3.30802716412172e-09,14.976956105093
NCBP2,0.525903218139406,7.11842505074166,7.80230991306304,4.62823210565082e-11,3.30955327554872e-09,14.9713463624212
NDRG2,-0.441941961451137,6.82651170244414,-7.79182147960244,4.83702444737948e-11,3.44065186349124e-09,14.9284196127898
SERPINE1,0.864308600247925,6.40862443297186,7.79050030213434,4.86398371002903e-11,3.44171412780327e-09,14.9230124940097
IL36A,-1.04386023425014,6.67620739286866,-7.78143176275999,5.05312706764703e-11,3.55692772496092e-09,14.885899097116
MTHFD2,0.640826082280006,8.11171178689916,7.77881501027475,5.10905842802167e-11,3.5776644898815e-09,14.8751902429844
ADRM1,0.322285181064876,8.50641206563532,7.77222355676473,5.25270255809066e-11,3.65929252951522e-09,14.8482158870183
ARHGAP10,-0.42054886630087,7.59199563572339,-7.75955657596963,5.54017018067881e-11,3.83976410214739e-09,14.7963811899033
EPB41L4A,-0.456723847610032,5.11428798643496,-7.75131421228821,5.73561070536801e-11,3.94198963414389e-09,14.7626544692802
PLAU,1.02258867245902,6.91040931324059,7.75088393264349,5.74600042860782e-11,3.94198963414389e-09,14.7608938620296
CTSL,0.458637759628901,8.38311131020375,7.74260509546301,5.94960578387752e-11,4.06105667520731e-09,14.7270195775337
OLFML2B,0.786143043089366,6.34933665304838,7.74113744100457,5.98644525550419e-11,4.06566872503212e-09,14.7210145875967
COL7A1,0.790463314624565,7.62659295993606,7.72318869151313,6.45583806982115e-11,4.36253257568164e-09,14.6475805504877
DHX9,0.235879972243283,6.01937745323018,7.70064307314843,7.09786840704348e-11,4.75682115924348e-09,14.5553509265206
PSMB2,0.295697582405618,7.90809738856319,7.69927724127878,7.13875057661037e-11,4.75682115924348e-09,14.5497640153051
PRSS3,-0.991188271621018,8.37794312954689,-7.69907211171052,7.14491080522699e-11,4.75682115924348e-09,14.5489249408003
LRP10,-0.48838256489864,9.43056943782061,-7.69568345264153,7.2474469463655e-11,4.80143360196714e-09,14.535063929317
MXD1,-0.994046987443427,7.42612176189516,-7.69186676738265,7.36469515610684e-11,4.85531000169678e-09,14.519452492672
LAMB1,0.633291130523326,6.95333262098454,7.68107159897869,7.70667778298216e-11,5.04898035888641e-09,14.4752990823329
SLC16A1,0.695164178272622,6.17519108075438,7.68025517309072,7.73317746422114e-11,5.04898035888641e-09,14.4719599462313
E2F6,0.368234393246473,6.90682821506081,7.67813407318077,7.80245050184651e-11,5.06971723713728e-09,14.4632848559418
BGN,0.750948750540881,7.11582192047489,7.67206154259544,8.00421867169099e-11,5.13143282892971e-09,14.4384495219113
FANCI,0.707249029116028,6.65666394712029,7.671939759657,8.00831792129858e-11,5.13143282892971e-09,14.4379514670756
PMEPA1,0.883797976319355,6.46796173869493,7.67185007801688,8.01133797191395e-11,5.13143282892971e-09,14.437584696974
LOXL1,0.689802282576922,6.94727055222428,7.6692554824559,8.09920570082950e-11,5.15612584794128e-09,14.4269737078622
AHSA1,0.4780018685754,8.90515785765436,7.66846426831986,8.1261916804402e-11,5.15612584794128e-09,14.4237379580023
GMPS,0.525913531160077,7.87567791011565,7.65441363243278,8.6206518150438e-11,5.43272889745338e-09,14.3662795852297
SORT1,-0.449060524272393,6.34701014097695,-7.65373550323464,8.64526169869235e-11,5.43272889745338e-09,14.3635066093169
CYP2C9,-0.289956981762412,5.55014600458896,-7.6527070580756,8.68271877062472e-11,5.43272889745338e-09,14.3593011638094
RRM1,0.435902334186775,7.9313248147171,7.64843418168762,8.84008445884781e-11,5.50570237148978e-09,14.3418291679575
DESI2,0.251837872033812,6.27652514781031,7.64194700630997,9.08446076230018e-11,5.63194895424252e-09,14.3153038845966
PDCD6IP,-0.383606915930275,9.40743865440713,-7.63476721736646,9.36279888401299e-11,5.77800122910665e-09,14.2859481377543
UBE2C,0.812151944639235,8.23685903677394,7.63224063647326,9.46275850794241e-11,5.81314460158372e-09,14.2756181891927
CLTB,-0.387851115665032,8.56383959142602,-7.62459768704579,9.77167081720594e-11,5.9757525382144e-09,14.2443711836523
SERPINB1,-0.942509677250087,10.1987426722088,-7.62112835463018,9.9151966631122e-11,6.03621094152979e-09,14.2301879921549
ATIC,0.483515885717004,8.61895002903881,7.61780119059551,1.00548175124885e-10,6.09376047898127e-09,14.2165863831444
AIM1L,-0.384927018348524,6.83061356680114,-7.60580747471015,1.05746096530208e-10,6.38017185091857e-09,14.1675585802195
CYP2C18,-0.854350834430081,7.32430028864121,-7.60413475357428,1.06492036962369e-10,6.39662168687298e-09,14.160721235767
PLOD1,0.55007009616783,7.28788884724569,7.60186283043262,1.0751360708896e-10,6.42940884870482e-09,14.1514347731069
FUT3,-0.805067478269951,7.01926254126585,-7.59752959141497,1.09489247987138e-10,6.51871007289064e-09,14.1337231998752
NDC1,0.474582518596814,6.02785873989478,7.59641897639029,1.10001415285886e-10,6.52047862977522e-09,14.1291838052843
CDK1,0.686845588465748,6.99700430136289,7.59089735281815,1.12583468065536e-10,6.64439113932630e-09,14.1066160284466
ACAA1,-0.391865498602627,8.20710780066725,-7.57745595009064,1.191247226339e-10,6.99987228868332e-09,14.0516833760848
