,logFC,AveExpr,t,P.Value,adj.P.Val,B
WDR48,-0.187562484821604,6.95238183364679,-8.57735750369339,2.02930295155177e-14,1.24155859620743e-13,21.994445848735
CCBL2,-0.546294865643989,7.82438277056821,-8.57525474067939,2.05343455121031e-14,1.25575420631707e-13,21.9827493490413
HEATR6,0.30316518911648,6.40288494473032,8.57516085245866,2.05451865536361e-14,1.25584892027315e-13,21.9822271205894
CEP97,0.234701790492794,4.35968034865447,8.57304799436336,2.07906639363479e-14,1.270279489601e-13,21.9704753446968
CAP2,-0.56330785821234,6.64601303393105,-8.57089729440015,2.10435333391049e-14,1.28514845493901e-13,21.9585139565956
CDK14,0.412557767439408,6.12694208764462,8.56897166874924,2.12725332906338e-14,1.29854691699601e-13,21.947805088995
TTC31,0.269637973000268,7.30897099760707,8.56687383336681,2.15248339628866e-14,1.31335499326597e-13,21.9361393196416
TMEM177,0.423651393184954,5.68731066428402,8.56653343124298,2.15660528123187e-14,1.31527619024588e-13,21.9342464695291
SLC52A1,0.440319565628802,5.27703493990176,8.56382910558352,2.18963170107486e-14,1.33481607758352e-13,21.9192094959041
ANXA5,0.323529725417513,9.81796950852514,8.56354922129142,2.19307835917529e-14,1.33631442850559e-13,21.917653322837
SNCG,-0.187112227040111,5.34940206586727,-8.56343493244041,2.19448732938446e-14,1.33657035856832e-13,21.9170178743967
KIAA1598,0.518754334227203,7.70980832095106,8.55752048975612,2.26864335392164e-14,1.38111328505635e-13,21.8841368297791
SFRP4,1.10275305014586,5.66859431103889,8.55593336181066,2.28896352613947e-14,1.39285646356483e-13,21.8753144030255
NBEA,-0.611007721418741,5.1591902596844,-8.5522469438473,2.33686220101747e-14,1.42136330543435e-13,21.8548244246201
SAV1,0.376825285086996,6.66455157971128,8.55090777276811,2.35450812063558e-14,1.43145196807872e-13,21.8473816375316
NSUN5,0.354515874510763,8.06338485586222,8.55018760575332,2.36405229849842e-14,1.43660822006322e-13,21.8433792657955
DPH2,0.274860476023857,7.29683495372478,8.54950285675501,2.37316276577343e-14,1.44149639458103e-13,21.8395738235498
SERPINB3 /// SERPINB4,-1.36232765771357,9.55418002294055,-8.54881070896538,2.38240715114043e-14,1.44646148462098e-13,21.8357273539574
PPIA,0.189613203289388,11.9430530142527,8.54819832118242,2.39061610506532e-14,1.45079374315033e-13,21.8323242104824
CNPY2,0.295951129864819,7.82225961300405,8.54506767330698,2.43302336378805e-14,1.47586673077179e-13,21.8149277843537
SHOC2,-0.299643347686246,8.52724486831262,-8.54450711471776,2.44069517510307e-14,1.4798562266271e-13,21.8118130625199
PRIM2 /// PRIM2B,0.194073534843489,4.05836915587463,8.5434309551909,2.45549098523397e-14,1.48815967109584e-13,21.8058335926591
PMS2P5 /// PMS2P9,0.364523913340445,8.29787633350888,8.54140049480737,2.48365050713152e-14,1.504551170053e-13,21.794552340126
SFRP1,-0.665231858259515,5.6718719976201,-8.5402481741,2.49977409521631e-14,1.51364009394482e-13,21.788150388983
MARS /// MIR6758,0.332100790038158,7.4811853782692,8.5386588879008,2.52218271733457e-14,1.52632069101906e-13,21.7793212048391
MIR6824 /// SLC26A6,0.328855804267444,5.30221166861274,8.53860296924134,2.52297478633857e-14,1.52632069101906e-13,21.7790105608957
CIDEB,-0.388432843541697,7.76505406920574,-8.53643331308511,2.55389895292224e-14,1.54433755475365e-13,21.7669579712223
DDOST,0.313269123922228,9.49779112539707,8.53428557875237,2.58488181325927e-14,1.56237377934701e-13,21.7550280483423
CXorf56,0.227456479515218,4.76915595435263,8.53411762048364,2.58732044874309e-14,1.56314867522409e-13,21.7540951354713
CIC,0.210084637634778,7.28816416394639,8.53228640263489,2.61405732810775e-14,1.5785962819203e-13,21.7439241111444
MYRIP,-0.39331164250826,4.12610512727167,-8.53130159135657,2.62854957565964e-14,1.58663901362394e-13,21.738454498973
KCNAB1,-0.253872727331184,4.97365965497024,-8.53049780384986,2.6404371078912e-14,1.59310301397989e-13,21.7339904256077
DIXDC1,-0.456850980134144,6.55982980401885,-8.52707575913445,2.69164820360472e-14,1.62327646013913e-13,21.7149864723816
DDAH1,-0.697625040184408,7.62952578364378,-8.52695414113613,2.69348628329457e-14,1.62366044240527e-13,21.7143111215498
FOXF1,-0.514946936063658,6.76586465303589,-8.52593367498957,2.70895839967777e-14,1.63225915165605e-13,21.7086445342588
USP16,-0.333854896242315,8.14319470765017,-8.52463532837464,2.72877148708311e-14,1.6434646456296e-13,21.7014351835873
RRP1B,0.251669924066554,7.44426007055517,8.52444626246148,2.73166867229131e-14,1.64447670850856e-13,21.7003853812881
ACP1,0.339073112853177,7.90902358313582,8.52163130659091,2.77516765989351e-14,1.66991945340431e-13,21.684755949013
SENP3,0.235172706196236,6.37261096308182,8.52140833037671,2.77864256301541e-14,1.67126632127963e-13,21.6835179873079
EWSR1,0.193943792042211,6.68766669075035,8.52100549651256,2.78493137279716e-14,1.67430371456199e-13,21.6812814820819
LRRC15,0.630505319793143,6.12437681044021,8.52066321256838,2.79028603151991e-14,1.67677704384133e-13,21.6793811703806
GPR126,-0.708357503666461,5.69506943137127,-8.51864424647544,2.82207946230303e-14,1.69512906369002e-13,21.6681726189127
KEAP1,0.322008639696491,8.33789047675245,8.5166511755893,2.85381835393406e-14,1.71343203258191e-13,21.6571086012575
TOMM34,0.314898842989773,7.85174608692568,8.51421264013249,2.89313421682113e-14,1.73626593873613e-13,21.6435727482044
SPAST,0.367263553028221,5.7383923603374,8.51253993646172,2.92041369920785e-14,1.75185934952482e-13,21.6342885500078
ADIPOR1,-0.350474877914641,8.93866318607643,-8.51077214852824,2.94952186351012e-14,1.76853540307628e-13,21.6244771845013
CFH,-0.802819915707173,7.64605653053911,-8.50922934856654,2.97516101342206e-14,1.78311756525052e-13,21.6159150159799
PRR5,0.365683052642526,6.29490539328311,8.50909152094547,2.97746226669441e-14,1.78370578609818e-13,21.6151501283386
PMS2P1,0.307861613785999,8.09960580373882,8.50853772097746,2.9867267005981e-14,1.7884630641818e-13,21.6120767993413
YY1,0.218549532585534,7.95578970646879,8.50536015171189,3.04044044220144e-14,1.81982075183137e-13,21.5944439385992
ZNF282,0.29490814451629,6.88848770494489,8.50423148662863,3.05974968785589e-14,1.83056737633344e-13,21.588181260814
DHCR24,-0.571747303327734,9.83293431607067,-8.50114425786845,3.1131911869174e-14,1.86171588014109e-13,21.5710522743515
GYPC,-0.415694901080285,7.66454464904221,-8.50096276242746,3.11636168894453e-14,1.86278762609842e-13,21.5700453342176
EIF4A3,0.345742694024311,9.73773343790003,8.49910310441013,3.14903315696591e-14,1.88070161801983e-13,21.5597282864575
POLD1,0.352049913630491,6.43717605843314,8.4990985186769,3.14911414101286e-14,1.88070161801983e-13,21.559702846469
SLC48A1,-0.270933641709824,6.8480219825522,-8.49709042693167,3.18477675566145e-14,1.90115979915038e-13,21.5485630745132
RUSC2,-0.262469902113859,6.90333091408261,-8.49677537364392,3.19040825321304e-14,1.90360776159925e-13,21.5468154061933
WDR5B,0.380924397637177,6.21306717543186,8.49670348938598,3.1916945525593e-14,1.90360776159925e-13,21.546416651476
PCDH17,0.475904513174251,6.92956741268777,8.4949129870443,3.22390075248266e-14,1.92196818128819e-13,21.5364847433836
AP2B1,0.4196856230306,7.56773903168352,8.49482289523373,3.22552976579199e-14,1.92209148080594e-13,21.5359850210854
C7orf49,0.335933840183178,7.57115479779394,8.48842755935592,3.34328378229596e-14,1.99138300210357e-13,21.500515355071
CKMT2,-0.431296908088854,5.03024550436949,-8.48814710706201,3.34854429709138e-14,1.99363771696872e-13,21.4989601002728
RERGL,-0.881039338667039,4.80336444871082,-8.48748278074717,3.36103808969212e-14,2.0001950586609e-13,21.495276124576
SPRY1,-0.490446445007888,7.50750858710696,-8.48718777901456,3.36660095030064e-14,2.0026237607092e-13,21.4936402405874
SDPR,-0.582743881932284,5.49262820593677,-8.48546313241232,3.39930634842463e-14,2.02118897047773e-13,21.4840768357922
APP,0.379571405343502,8.7187157209894,8.484449288101,3.41867963838786e-14,2.03181421780175e-13,21.4784552007841
EIF4G1,0.343626810457088,8.27040473997217,8.48390640037994,3.42909862460292e-14,2.03711067742894e-13,21.4754450418566
MAP2K1,-0.351685364455138,8.43648789159035,-8.4801545892411,3.501970624674e-14,2.07948738982729e-13,21.4546438928144
PSMD11,0.414248365611796,7.89524624656423,8.47959206958985,3.51302844870678e-14,2.0851374389228e-13,21.451525356329
RGS16,0.486303448502839,6.2285318315519,8.47830565845663,3.53844691964325e-14,2.09930246351969e-13,21.4443938927487
MSMO1,-0.7018970036369,9.5792434655583,-8.47310374855541,3.64311056808116e-14,2.16044929037371e-13,21.4155594451706
SLC36A1,0.301872137774187,7.13755805903854,8.46933906990819,3.72077095907624e-14,2.20553594350506e-13,21.3946949724701
PSRC1,0.470988584720718,6.37614485903763,8.46855347569594,3.73718311475353e-14,2.21429328346751e-13,21.3903414323394
CASP7,0.453435498637733,7.14013644771727,8.46489483872691,3.81457017608816e-14,2.2591549487218e-13,21.3700679129678
MIR6787 /// SLC16A3,0.450349832709568,6.38593208661135,8.46301481477143,3.85495371926238e-14,2.28207181409685e-13,21.3596512110866
DAAM1,-0.549155278937284,7.93611647349807,-8.46138652166101,3.89027326683706e-14,2.30197211914636e-13,21.3506298475391
ABCB1,-0.350912503545118,4.70064433605691,-8.46031224912113,3.91375141011713e-14,2.31485121696862e-13,21.3446782567217
RELN,-0.384469697353167,5.57111495546842,-8.45723640749848,3.9817555410709e-14,2.35367818082435e-13,21.3276390147967
CDK18,0.32666842957432,6.14558467496235,8.45718599866861,3.9828797628896e-14,2.35367818082435e-13,21.3273597806184
EMR2,0.373995098561509,4.66882620086761,8.45596390545413,4.01023174658756e-14,2.3688060338781e-13,21.3205902839799
POPDC3,0.993689364884574,5.60242434189647,8.45482826355676,4.03581618322199e-14,2.38287705182373e-13,21.3142999301643
PCGF2,0.218035740933041,6.93264042556922,8.45429451409576,4.04789680410605e-14,2.38896617063289e-13,21.3113435648432
DNAJA1,0.442079173782746,9.05176104648761,8.45282278328339,4.08139375868107e-14,2.40768383450784e-13,21.303192142675
GPSM2,-0.446502815878804,7.52979112982132,-8.44922578802223,4.16442645555204e-14,2.45559439558402e-13,21.2832714107994
ZDHHC3,-0.298602570962832,6.93859177949945,-8.4488155905668,4.17400143916279e-14,2.46016700611798e-13,21.280999835861
GSTK1,-0.385792282313475,9.14183338088656,-8.44653068993103,4.22773828644831e-14,2.49047792328562e-13,21.2683472194653
PRPF31,0.201581248015377,6.27469318555839,8.44647259710221,4.22911345463597e-14,2.49047792328562e-13,21.2680255445391
SPRYD7,-0.310863091290526,4.65637981077355,-8.4411476467801,4.35707196640033e-14,2.56471374677267e-13,21.2385427894344
THBS1,0.458630011269251,6.01364960732831,8.44087271543562,4.36378205136332e-14,2.56754525137898e-13,21.2370207256934
RNF146,-0.28972022885533,5.93824880941904,-8.43864831322253,4.41845082251373e-14,2.59857975919378e-13,21.2247066370193
CTSB,0.512794740418557,10.2858793129875,8.43841691648873,4.42417676898372e-14,2.60081552991801e-13,21.2234257026167
DHRS11,-0.475579296411745,6.04111382947414,-8.43768766537901,4.44227049134948e-14,2.6093001650942e-13,21.2193888842108
MAN1B1,0.261022217617942,7.45189270904531,8.43764463530655,4.44334042176983e-14,2.6093001650942e-13,21.2191506916897
PCDH9,-0.407922466440623,4.71034766847523,-8.43760196092419,4.44440176104096e-14,2.6093001650942e-13,21.218914468454
TMEM176A,0.362897516871677,7.86790977338657,8.4364111459124,4.47411993538841e-14,2.62560707454513e-13,21.2123228817228
SMC6,0.478361815519415,7.25946194130513,8.43540990896006,4.49925976709885e-14,2.63921422536202e-13,21.2067808973639
MAD1L1,0.534751595251335,5.58469883653275,8.43285976845583,4.56392671250681e-14,2.67598566245248e-13,21.1926664272758
ZKSCAN1,-0.292810763423084,7.07234172824807,-8.43257002374134,4.57133231274911e-14,2.67916549032109e-13,21.1910628362379
TRPS1,-0.537015141210088,7.10572826751095,-8.4323039363423,4.57814377523099e-14,2.68199450031412e-13,21.1895901913778
CEBPZ,0.355398215295636,7.86135363772777,8.43217341101786,4.58148872677067e-14,2.68279116734426e-13,21.1888678119444
KLHL7,0.477177899707713,5.43426917982296,8.43123231227569,4.60567812066971e-14,2.69578777829585e-13,21.18365949582
CDK2,0.22380204967961,5.71469245794375,8.42969079564497,4.64557483542975e-14,2.71796293943e-13,21.175128675826
PLBD1,-0.856471508800716,9.44414310464787,-8.42799129804142,4.68995856438658e-14,2.74274296831175e-13,21.1657241361644
NABP2,0.307066193007065,6.26250337537073,8.42636869194756,4.73272744682564e-14,2.76655758840175e-13,21.1567456348486
BTG1,0.468184466851959,9.4466811809096,8.42341078852175,4.81169217151162e-14,2.81150106778986e-13,21.140379786366
ZBTB20,-0.389313789489069,7.10453604272062,-8.4221735153601,4.8451098253305e-14,2.82980377222738e-13,21.1335345739135
WRAP53,0.211054153696869,6.80182055628472,8.42145633070529,4.86458585637462e-14,2.83995152695045e-13,21.1295668919767
MPL,-0.130657155577915,4.476182910475,-8.42108911506152,4.87458815053793e-14,2.8445621267064e-13,21.1275353844046
OSBPL2,-0.313598957983889,7.50299240665461,-8.41945029883665,4.91947632273705e-14,2.8695175874748e-13,21.1184694697232
RBFOX2,-0.19908110589727,7.22630412316805,-8.41856768435774,4.94382164618812e-14,2.88247409612737e-13,21.1135870801673
NFE2L3,0.58819709228602,5.26256613499416,8.41728212908822,4.97949574906069e-14,2.90202177872166e-13,21.1064760105287
UGP2,-0.351561659955861,9.08726793410878,-8.41472971378195,5.05108521512524e-14,2.94247485700076e-13,21.0923582748164
MIR6732 /// ZC3H12A,0.773120925462924,7.80016517884581,8.41463047078897,5.05388932238032e-14,2.9428399048673e-13,21.0918093757471
POGLUT1,0.32506133552703,7.18889235008949,8.41068432452393,5.16665037985193e-14,3.00720412935826e-13,21.0699854111561
CXCL11,0.969543807693843,4.34404410218312,8.41039161427524,5.17511350874633e-14,3.01083336507562e-13,21.0683667174983
CCNE2,0.571357244836789,5.40467110985019,8.40629160244488,5.29511547231453e-14,3.07932382135675e-13,21.0456953955907
SLC25A4,-0.299970796767957,6.12718290170311,-8.40590308081137,5.30662944800995e-14,3.08469234364965e-13,21.0435472132317
RGS12,-0.133897805086519,5.31538362711556,-8.40338773174406,5.38177711791466e-14,3.12702999779091e-13,21.0296402911739
STX6,0.243702779649464,6.77576977981921,8.40146012234085,5.44008069793773e-14,3.15954837269568e-13,21.0189837492365
SLC17A5,-0.316356928273325,6.82390060418807,-8.39842830644401,5.5330554474862e-14,3.21125514380095e-13,21.0022242738491
TSHB,-0.158557144156469,5.07228336670806,-8.39840225790616,5.53386106541799e-14,3.21125514380095e-13,21.0020802891089
GPRASP1,-0.542624952885023,6.26993999835414,-8.39811459851679,5.54276542696267e-14,3.21504183456654e-13,21.0004902450505
HMGN5,-0.464797524729319,5.05755113516576,-8.39503034931701,5.63913638228194e-14,3.26953788959847e-13,20.9834430454846
SPDL1,0.435852765789294,6.18742220349023,8.39099506126247,5.76774256304349e-14,3.3426689854002e-13,20.9611422163413
RECQL4,0.354050591737028,6.67256018162215,8.38979443100904,5.80656677441174e-14,3.36372695911593e-13,20.9545076324296
ELK3,-0.279184017885013,7.30754046119312,-8.38745616614972,5.88292515294253e-14,3.40650100437097e-13,20.9415874201058
DLGAP4,0.227640534011137,6.62119730175286,8.38708764308592,5.8950503421008e-14,3.4120601873016e-13,20.939551227582
GTF3C1,-0.284720803332991,8.56333284128311,-8.38625156339291,5.92265130783289e-14,3.4265681688939e-13,20.9349317576825
EFCAB14,-0.26089635526415,7.46358176929012,-8.38592642057929,5.93341969193202e-14,3.43132935971165e-13,20.9331353319234
AP3M2,0.450745993931429,7.04210870520835,8.3854477737386,5.94930738231704e-14,3.43904573447454e-13,20.9304908303126
CCNE1,0.478120653224266,6.71452241763327,8.38521385000732,5.95708736959743e-14,3.44207079094097e-13,20.9291984296241
SAFB2,0.21483613428145,7.11649356385501,8.38411056628689,5.99391761963355e-14,3.46187165082681e-13,20.9231030700397
CDHR5,-0.12858534837199,4.57607751339363,-8.38243952714697,6.05013229348402e-14,3.49284655901053e-13,20.9138714828893
SUGCT,0.621227734405414,5.98051049706245,8.37920042039863,6.16059403290199e-14,3.55509941736424e-13,20.8959788032962
PFKFB2,-0.178198536194235,5.59671769370301,-8.37849521649269,6.18490769294709e-14,3.56760680623901e-13,20.8920835744994
LSR,0.470607350847782,8.4663173276742,8.37697494051842,6.2376478658722e-14,3.59649363938834e-13,20.8836866025299
BTG3,0.472537647175109,7.23150594536679,8.37506923603791,6.30439070680357e-14,3.63342602995523e-13,20.8731614569592
CADM3-AS1,-0.214713857081246,4.9640047680834,-8.37407712842012,6.33941738364539e-14,3.65205566666528e-13,20.8676823739286
EPPK1,0.509715237789968,6.8205402761377,8.36840108258139,6.54356257688897e-14,3.76805488822558e-13,20.8363393467026
AK055981,-0.459390520076728,5.77513636359938,-8.36806096207252,6.55600077767523e-14,3.77324829764603e-13,20.8344614182384
RHOC,0.320414028613643,8.18013810111083,8.36800184215563,6.55816518769554e-14,3.77324829764603e-13,20.8341349982112
PLA2G12A,-0.396441246138051,6.44985577847554,-8.36693314879343,6.59741326009129e-14,3.79421447702697e-13,20.8282345238058
CLEC11A,0.306406631681405,6.11052520140328,8.36640652869612,6.61683929958182e-14,3.8037678916992e-13,20.8253270334449
DPM2,0.315082801203649,7.44951775407992,8.36178791344279,6.78966529136038e-14,3.90145945632379e-13,20.7998299334203
PPIH,0.356374294289268,8.42705011869901,8.35508995025692,7.04829874503026e-14,4.0483534865739e-13,20.7628616285463
RALGPS2,-0.349097500161386,5.32468610073189,-8.35426930252536,7.08065285031387e-14,4.06520914494443e-13,20.7583328387161
CHST2,0.833661441423892,5.78740755887312,8.35089406135128,7.21528108492297e-14,4.14074411306726e-13,20.7397078555778
SMG7,0.19490426229653,6.55502580810703,8.34953229947593,7.27031509698305e-14,4.17055638946205e-13,20.7321941620898
TPRA1,0.305225903928893,6.71026594078726,8.34932281745518,7.2788180076196e-14,4.17366251052095e-13,20.7310383527841
FGF14,-0.187880546039712,4.32787510969119,-8.34863330977808,7.30687509651722e-14,4.18797357631171e-13,20.7272340841955
TOR1A,0.205580780578883,6.89644739540335,8.34825270974168,7.32240828293242e-14,4.19509741177752e-13,20.7251342155928
TAF6,0.328875915924876,7.90719883057067,8.34439719302676,7.48162273072182e-14,4.28449708498751e-13,20.7038640368861
IL12A,-0.36831293018358,4.41046936524845,-8.34317189851735,7.532938333079e-14,4.31205682217546e-13,20.6971049609533
SOWAHC,-0.485841401820949,8.98707317468834,-8.34223370430956,7.57246640615488e-14,4.33284858082909e-13,20.6919298244686
SLC25A16,0.181121568377673,6.03377360050042,8.34136413646147,7.60928712891879e-14,4.35207429315859e-13,20.6871333993043
RNH1,-0.294256213198331,8.08497637859075,-8.34083781653913,7.63165983733475e-14,4.36302380294328e-13,20.6842303625847
PRRC2A,0.22505657476139,7.65519119802328,8.33728020770012,7.78460974168592e-14,4.44858353737358e-13,20.6646090839769
FCGBP,-0.847575896065735,7.31138905064601,-8.33696872062906,7.79814543807869e-14,4.45443514774444e-13,20.6628912655023
SFPQ,0.253472954827187,8.37744813033561,8.33669579315925,7.81002474587865e-14,4.45933605579003e-13,20.6613861158694
HCP5,0.640595371614341,7.13958654283045,8.33606914722839,7.83736791637483e-14,4.47305858909653e-13,20.6579303267162
TUSC3,0.666804753447167,6.22977323599204,8.33411665647001,7.92317462810395e-14,4.520122629752e-13,20.6471633758195
EPB41L4B,0.376657903068292,5.62208060873306,8.33221325986679,8.00772224175721e-14,4.56642894925522e-13,20.6366679221127
NDUFAB1,0.290880394489874,10.6297690307268,8.33029087772665,8.09402310770675e-14,4.61369558416941e-13,20.6260685521107
SIPA1L3,0.302144070016912,6.56409519896158,8.32726050433484,8.23194507622115e-14,4.69033464186884e-13,20.6093616655014
DDAH2,-0.394494023016425,7.43519986509541,-8.32341410191595,8.41037507817817e-14,4.78997973795103e-13,20.5881586726607
BLVRA,-0.293036497058958,7.35880940263438,-8.32221025909775,8.46700557050001e-14,4.82020135995398e-13,20.58152322283
DUSP1,-0.635260938924646,8.48300496625777,-8.32004597224884,8.56977127920988e-14,4.87665089846407e-13,20.5695946783739
FAM129A,-0.606643329324611,9.00111803463104,-8.31928717719182,8.60609339973218e-14,4.89525893507493e-13,20.5654127859856
ACTN1,0.343239940275245,9.51743254670476,8.31418834058401,8.85416447679107e-14,5.03272025009455e-13,20.5373150870572
LIG1,0.333657548577565,7.04810011238292,8.31416463190119,8.85533440119906e-14,5.03272025009455e-13,20.5371844505809
NCAPD3,0.351079367254154,7.45384960733487,8.31409182233195,8.85892820937842e-14,5.03272025009455e-13,20.5367832655793
WBSCR22,0.357669438864049,7.67033935107696,8.31325102563256,8.90053424399754e-14,5.0542319456986e-13,20.5321505075743
LAMA5,0.429886064635086,8.37165639271273,8.31261013845463,8.93237829176908e-14,5.07018448606716e-13,20.5286193438428
VEGFA,0.503282117638572,7.83079059704045,8.3098435981408,9.07114472989827e-14,5.14678929574203e-13,20.5133772416818
ENTPD5,-0.365636049961011,5.65126337928556,-8.30900984052079,9.11338355017961e-14,5.16858492155591e-13,20.5087840174633
SPRR3,-1.59697506831195,12.6051289809909,-8.30827388894701,9.15082978553197e-14,5.18764532514532e-13,20.5047297353583
AGK,0.235175869489814,6.8590303575304,8.30677794370431,9.22741740273142e-14,5.22886986154781e-13,20.4964890794054
ECE1,0.270411916890375,6.80829654325902,8.3047376428569,9.33290195804112e-14,5.28642791127099e-13,20.4852505174977
KLF10,0.576506397733128,9.07190359991584,8.30454243622235,9.34305681969826e-14,5.28996283695945e-13,20.4841753096817
SNX1,-0.213728354534865,6.96407286151615,-8.30275625501133,9.4364872148573e-14,5.34062498780554e-13,20.4743373106236
CTSG,-0.491042393518381,6.74786605485443,-8.30064625603584,9.54805229693767e-14,5.40150384232367e-13,20.4627166482431
DYNC1I2,-0.312677927243358,9.08366810260675,-8.300036308888,9.58054641849559e-14,5.417618612802e-13,20.4593575859681
EXOC7,-0.16149969739479,6.74296495425479,-8.29820196664862,9.67893211795638e-14,5.47096476679969e-13,20.4492560893186
TMEM104,0.253716327856667,6.03557103639579,8.29231907761788,1.00012857276683e-13,5.65081005892298e-13,20.4168645766552
PHC3,0.24117913341033,5.08867761552626,8.28995976299109,1.01335413413575e-13,5.7231429681758e-13,20.4038761324211
MYOZ1,-0.430696305012975,6.47985954120138,-8.28920480774663,1.01762275757448e-13,5.74485027928951e-13,20.3997202212152
ARPP19,0.317096013629077,7.98294785366619,8.28646841877476,1.03324495446778e-13,5.83060774932445e-13,20.3846578459305
SLC7A8,0.436020842909205,6.78436176396197,8.28550624269001,1.03879450311221e-13,5.85947734121931e-13,20.37936195537
MIPEP,-0.338088024109915,6.34122440653619,-8.28510815149657,1.04109922762987e-13,5.87002756004073e-13,20.3771708889848
TBPL1,0.4303927313446,7.76455570134443,8.28463534701709,1.04384310090065e-13,5.88304399861227e-13,20.3745686498869
STAU1,0.26693363336189,9.62654228578061,8.28216401035337,1.05830260858922e-13,5.96205075243157e-13,20.360967592735
DHX29,-0.445543116553489,7.70214327422458,-8.28016322705374,1.07015459340381e-13,6.02630805410519e-13,20.3499571948567
RPL22,-0.215592065032326,11.5581261320019,-8.27861550490047,1.07941317019574e-13,6.07591378392147e-13,20.341440600892
STRAP,0.282422529890409,9.41838543965394,8.27646269001217,1.09242392466996e-13,6.14654160866964e-13,20.3295952398428
SLC7A7,0.417165164268444,7.13560846649784,8.27638931545787,1.09287010622517e-13,6.14654160866964e-13,20.3291915310276
UTP6,0.344271091121234,7.28427628913569,8.27551438708971,1.09820440825193e-13,6.17397361793878e-13,20.324377740173
MAPK13,-0.497625527027745,8.61028752879049,-8.27471391858941,1.10310739524225e-13,6.19895902149645e-13,20.3199737660031
ASPN,0.902386616328746,6.87022793728354,8.27260986891787,1.11609896203672e-13,6.26935888276239e-13,20.3083984763195
KIAA0141,-0.178774243059907,6.64593884948853,-8.27129615362188,1.12428753451981e-13,6.31273204363738e-13,20.3011716415038
PPM1G,0.296759616613492,8.05959508909867,8.271005894988,1.12610479253904e-13,6.32030991327458e-13,20.2995749596233
TUBB6,-0.550930714102992,10.7035511409376,-8.27075879160026,1.127654162632e-13,6.32637858363281e-13,20.2982156844501
RIN2,0.466547105924968,8.5708606727427,8.26841312424301,1.14246767605226e-13,6.40682599246731e-13,20.2853132080087
MRPL24,0.260052086818855,8.74365268406801,8.26770014971527,1.14700849426494e-13,6.42962248029474e-13,20.281391685992
NAA10,0.319438802990379,7.83703143170597,8.26632467744426,1.15581937392949e-13,6.47632621834871e-13,20.2738265852905
BTF3P13 /// BTF3P13,-0.201221480866246,4.00055778758111,-8.2645589395575,1.16722881178491e-13,6.53754554134812e-13,20.264115620787
DYNLL1,-0.250047490327872,11.7543702048923,-8.26441474818513,1.16816544092533e-13,6.54008116574394e-13,20.2633226464402
TACO1,0.224550561101652,6.76843277442191,8.26321531117643,1.17598566198341e-13,6.58113715184506e-13,20.2567265673057
WASF2,-0.312050925521935,9.01032438373701,-8.26063817071187,1.19296475032618e-13,6.67339346053736e-13,20.2425551169408
FAM208B,0.335782088350905,7.01416283537085,8.26025713510312,1.1954957250582e-13,6.68478474313679e-13,20.240459960129
ME1,-0.466852999629258,7.16348737096175,-8.25986083979798,1.19813371945555e-13,6.69676477189486e-13,20.2382809298691
KRT16,1.13835516861149,10.1688627861489,8.25853697617399,1.20698819751851e-13,6.74346651073278e-13,20.2310019101813
TAAR5,-0.181075383835766,5.61158602591937,-8.25807508722822,1.2100927497342e-13,6.7580179804371e-13,20.2284623883006
FAM69A,0.438000831579092,6.67515672368796,8.25670294249248,1.21936238432656e-13,6.80697340940662e-13,20.2209184411007
ZSWIM8,-0.201874587171307,6.46000342708909,-8.25522027201972,1.22945799041843e-13,6.86049741556775e-13,20.2127672899871
MAPKAPK2,0.248653546544114,6.78541482581099,8.25334235032918,1.24236416054638e-13,6.92965399495844e-13,20.2024438834983
SEPT11,0.254804483884362,5.98074660343236,8.25299511093511,1.24476529357038e-13,6.94018273209724e-13,20.2005351052
SLC4A1AP,0.296130735331016,7.08306189388992,8.2524635313546,1.24845005830688e-13,6.95785671670822e-13,20.1976130577646
HCFC1R1,0.329851213001785,7.84016120941502,8.25175818742363,1.25335604312513e-13,6.98231942408746e-13,20.1937359371792
PPAP2B,-0.478499514259945,7.99273129678981,-8.25167754698129,1.25391815227864e-13,6.98257265267647e-13,20.1932926812629
CACNB2,-0.287725542313721,4.79010650808764,-8.24897439021777,1.27290627075257e-13,7.08539054745509e-13,20.1784350695191
DEPDC1,0.560027434884193,5.5666077298532,8.2482143534822,1.27829635014626e-13,7.1124640478496e-13,20.1742578947227
TMEM251,0.495988283128884,7.12468765440596,8.24329358554704,1.3137465785879e-13,7.30670165004754e-13,20.1472163088773
LIMK1,0.174849086292318,5.52269145141459,8.2420846940427,1.32260407645022e-13,7.35293874669875e-13,20.1405737732113
TMPO,0.340019892932911,5.83719073338232,8.24188656593026,1.32406140031313e-13,7.3580139084013e-13,20.1394851425495
MPHOSPH6,0.404086181455916,8.43749407136413,8.23910372711191,1.34469981248174e-13,7.46963336033319e-13,20.1241955172661
ABAT,-0.623664396685813,5.82107630005419,-8.23807178825468,1.35243395123695e-13,7.50950897739006e-13,20.1185262114696
NIF3L1,0.335258685938362,8.34719211078038,8.23455228779608,1.37914563987094e-13,7.6546830894685e-13,20.0991923910534
LEPROTL1,0.362068969587607,7.65140541567265,8.23199373455204,1.39889245163473e-13,7.76109666824438e-13,20.0851390811301
GNG7,-0.261590029905428,5.90997160619172,-8.22744516156859,1.43469411460144e-13,7.95645915422179e-13,20.0601587691506
