"","ME9","ME5","ME12","ME2","ME4","ME6","ME11","ME10","ME1","ME13","ME7","ME3","ME8","ME0"
"C7orf49",-0.311142805703253,-0.195190158026092,-0.187296940408322,-0.533113057161398,-0.40270505931049,0.0239200138353898,0.300883530442514,0.444224096078944,0.665460079376665,0.524313815780568,0.380777857231439,0.379543025181786,0.44632112784943,-0.636969356580413
"C7orf55-LUC7L2 /// LUC7L2",-0.269279721263707,-0.117477442855722,-0.0731728225780598,-0.187060909150452,-0.0425551776180293,-0.128635511333439,0.331350922014029,0.416866370107827,0.322798725027475,0.148451203763996,0.071469977969342,0.0297590909908547,0.0993247145002241,-0.336198973507703
"C7orf63",0.180887756433158,0.0521421409880666,0.135635853390183,0.352661467990553,0.298493848239098,-0.0400868754218753,-0.20151998549638,-0.181736714596005,-0.391991991036778,-0.23024479827275,-0.139593407014691,-0.193723672944974,-0.181510022418485,0.338856495967891
"C7orf69",0.047252764616729,0.0765191309410009,-0.0498381168827816,0.033630229852579,0.103810809295901,0.161270522776031,-0.0414036655638534,-0.0996453086367627,-0.0897023081114908,-0.119025522280506,-0.0173308059596253,0.0248939152490285,-0.0248310946226676,0.131634548671916
"C8A",-0.00257503107329998,0.148582195518191,0.013098152934673,0.0156880050858978,0.110061954474787,-0.0322396705546661,-0.112401417009796,-0.115447627426329,-0.109333603924347,-0.131083741999184,-0.0523569667386579,0.0429815376384754,-0.0971162164521483,0.203088862478014
"C8B",0.148742116291374,0.183885870101887,0.22287921146556,0.348473622117807,0.259986991106693,-0.104691894654649,-0.344975934534898,-0.356184338365126,-0.388089633934982,-0.354504668910094,-0.268775455464716,-0.146708258561021,-0.243747014878827,0.453998468987103
"C8G",-0.0538918364610313,0.00389098970293163,-0.0549266801709491,-0.152608957860405,-0.111550588171217,-0.035441114559406,0.016642921504634,-0.0346021961080908,0.086847949726366,0.0777445232686024,0.072311145915768,0.198505421942171,0.119231445674908,-0.0276952363542724
"C8orf17",0.168549273064548,0.139673386075088,0.187899103215314,0.31271237913506,0.336120965188186,-0.0374328512561266,-0.336975455006811,-0.325964168265924,-0.444068388179175,-0.314299922719037,-0.261631477140368,-0.149346817448425,-0.245960085765032,0.48122555073868
"C8orf33",-0.338865471838977,-0.161121343982936,-0.272039759066745,-0.583867536334557,-0.47444666011602,-0.0385503679183992,0.388636009399712,0.59819365438503,0.633727919707038,0.472417374387976,0.242843347803164,0.441170409565984,0.459517322687362,-0.592174920884159
"C8orf4",0.191149103313153,0.0661011188192031,-0.065969474428898,-0.101718374292634,-0.159579226195015,0.00694632213709828,0.07182079177714,0.149415079989897,0.129111712100093,0.125632263008761,0.217511202632159,0.147519298077312,0.11209806545648,-0.0945368427106448
"C8orf44",-0.196728847445493,0.00639315815109241,-0.0997164318818769,-0.22497874784511,-0.202947758874379,-0.127713413352535,0.080177082170553,0.291204097040255,0.202724957295289,-0.0667657097242179,0.117679173244257,0.0961453895764679,0.231929856044128,-0.164012436869699
"C8orf44-SGK3 /// SGK3",-0.166840641727068,-0.0196144566776977,-0.057968556402709,-0.149753784135284,-0.244465368179419,-0.138874063507608,0.148230202532715,0.448314023471712,0.237868568323929,0.155117037361447,0.0705051572567819,0.127413631103125,0.186234654705368,-0.267023424159053
"C8orf60",0.0387523903078742,-0.0354927922204267,-0.0681519904114486,-0.196661146367066,-0.177215676204191,0.101374840120002,0.0562345534168423,0.0614223951664343,0.147776314124765,-0.0419037682781831,0.176077947209161,0.24181499042679,0.118278500418924,-0.0738381405608719
"C9",-0.0434119998767689,0.0558492535141964,0.0424482751028183,-0.138218086362693,-0.0931340486639334,-0.0846015933467972,0.0677583064066395,0.0830060536716616,0.151504117439516,0.0308679905502743,-0.0614076608371794,0.12295259411524,0.147450555365011,-0.0808941152091981
"C9orf114",-0.313381585122962,-0.293872996290605,-0.277713650835402,-0.497568647504225,-0.461574131245162,-0.0491280084697958,0.373269576597271,0.421034484141582,0.607884320145781,0.473805807880814,0.199356778678359,0.329247055693052,0.375616381697165,-0.604683888547259
"C9orf116",0.120254617003017,0.11174491601479,-0.0606812085946583,-0.0322331862903967,0.022188155905043,0.0717095319258367,-0.128488355006356,-0.211383030485096,-0.157968220461611,-0.234599526983447,0.0765692029005771,0.0429992361693531,-0.0712836365612735,0.227279364128452
"C9orf156",-0.00122730869635364,0.0960033969716973,0.0963448172829855,0.0433199267835424,0.0521087545113413,-0.00269675338843706,-0.00361610263655863,0.049385403773733,0.0162658904700274,0.0518649605599152,-0.14346993064256,-0.0577371522967875,-0.077067190948555,0.00393619364627876
"C9orf16",0.141023109026237,-0.143745052518956,-0.0951588253011062,-0.102061476165002,-0.0954572182976757,0.117985653502169,-0.0745124704685745,-0.0640061747712235,-0.015531279948524,0.0210180665413613,0.0532737093258794,0.12183389046044,-0.030653751029988,0.0417505841843547
"C9orf3",0.0532677778439931,0.0717325852263161,-0.00839217255707579,0.148753526747401,0.201158821196428,0.070695908311268,0.0310132603597546,-0.000372808912118044,-0.175597003572033,-0.0634855380153674,0.013986568555293,-0.183510879094841,-0.192258413989472,0.125885720968565
"C9orf38",0.0784256844135172,-0.0839759187880113,0.0633639494191161,0.0613330109224873,0.0974893325699971,0.0121817689190058,-0.0856174203661992,-0.130405633063541,-0.0892741325980893,0.0148965289207271,-0.155590315343641,0.0814992574206764,-0.0734593089257541,0.113132887791431
"C9orf40",-0.047822023948354,0.0212727514005709,-0.0803533666444756,-0.0556805054270994,-0.0982918040569162,0.0177759078215189,0.120083770157418,0.0957670962086497,0.0898527312527862,0.0477210899396033,-0.101839973804412,0.0142107059285398,-0.0562637919331952,-0.121372636542477
"C9orf53",0.0559525325059546,0.0847024073209314,-0.141582762798158,-0.0564868394094466,-0.0148888681309069,-0.0210380991777194,-0.0522668551709638,0.0512783005446037,-0.00173005179804951,-0.0538894580962956,-0.0647716738944616,-0.000814419267345673,0.0136917306752995,0.0349636551465555
"C9orf78",-0.252813483394578,-0.255588768802978,-0.207651201702047,-0.261308008944221,-0.273096316270429,-0.0702802887350796,0.296291273859642,0.266105394595048,0.427802596292888,0.311176564194959,-0.0301785673250087,0.121597825551084,0.160705509545702,-0.441661897456249
"C9orf9",0.31284334520465,0.206834302760917,0.293056366555104,0.528489223568561,0.517204237028516,-0.0685485234767718,-0.311139726380149,-0.373393753961677,-0.666087857762357,-0.427588411575381,-0.456888408355313,-0.443123552096013,-0.578664366275639,0.635835777895082
"C9orf91",-0.237265313015388,-0.197356512034879,-0.119741063892507,-0.434980140025964,-0.486172513312426,-0.0635004377566765,0.269053357860541,0.404472024745104,0.575155159911446,0.339018792423243,0.261978144857914,0.310881462347241,0.298890951204686,-0.548570141941152
"CA1",0.0627895007896187,0.0817583653592124,0.115373720302775,0.143006380504328,0.219565700688768,0.026871770555188,-0.111560917685699,-0.121172065599761,-0.212938449206759,-0.0621842699025549,-0.150359831957444,-0.0538290195528615,-0.177980470983194,0.281428901414319
"CA10",-0.1731206426761,0.0443194030515852,0.014873286276945,0.0625720422450007,0.0368162547341697,-0.0791941233730708,0.0538748766457228,0.0817799297091174,0.00676472849538973,-0.038919530488317,-0.112614962161346,-0.0170811051412507,0.00839735734431122,0.0011571387423098
"CA11",0.104237516689146,0.101701021525287,0.149287843996043,0.173892385713108,-0.0603496607353515,0.011795557506059,-0.136886387084031,-0.0530842506500806,-0.0905361209706449,-0.0540990164126874,0.00339993688024735,0.0432576501628255,0.0038676580748921,0.071557899935738
"CA12",0.0116125197349498,0.0869489021420137,0.172075508367306,0.0816588567159211,0.163020422314886,0.169121448212804,-0.0993868813266355,-0.0526464724122398,-0.102563436204281,-0.0961302357972904,-0.0346968986827965,-0.13191249690214,-0.120615408815117,0.0831560602462782
"CA14",0.0461517039350728,0.113894853267723,0.0156952946304011,0.162576155833474,0.152325962603801,-0.122432955992835,-0.131283286768975,-0.0594540714747826,-0.122375684174376,-0.0739311744062865,-0.27666474962907,-0.107517566141486,-0.109497655449391,0.151101823848617
"CA2",-0.140704445128336,0.198738146723959,-0.166067515727144,-0.331771937461828,-0.174872489933994,-0.117973259096055,0.150088108683648,0.317055294843043,0.265100918654162,0.173683078308026,0.0285279870177812,0.100682596332183,0.0435214342470287,-0.289808399937911
"CA3",0.0472916900989647,0.102406000360388,0.165190215961767,0.259723271522483,0.243718265236979,-0.205451688493061,-0.0952674956556342,-0.0924913391898435,-0.216288188842469,-0.154128831770873,-0.225805801976896,-0.307343188911422,-0.234108622794945,0.186715942482285
"CA4",0.268283996088133,0.350915604609844,0.276525912115331,0.44282622321964,0.420456563723942,-0.114634401113968,-0.338626033986085,-0.375167231433394,-0.534297305025607,-0.442271051272767,-0.247168527862413,-0.258721535302917,-0.354231602542962,0.59939275874851
"CA5A",0.186367543240978,0.239788699440334,0.0870968503937481,0.0672605053117235,0.0751866793240868,0.0436102031744422,-0.195113618050154,-0.197328154798535,-0.188472708575271,-0.169437668645271,0.0552741113972871,0.0561333864679749,-0.0204671115880255,0.299635894506103
"CA5B",0.300332535023593,0.295304377600781,0.3198897194705,0.546690661628096,0.429111237079613,-0.022003167562799,-0.305693051269006,-0.437580138169861,-0.513814691188446,-0.399888853251677,-0.355141113747313,-0.432062066748574,-0.385875651922903,0.527938025371549
"CA5BP1",0.0909294163531355,0.00727002301842145,-0.135203600794988,-0.130385217020203,-0.201954577859721,0.053712524459911,-0.0398698700273114,-0.103505787755404,0.0410787611422707,-0.0175774054948626,0.0797615680736072,0.127477673478216,0.0110744681751003,0.0287578883015053
"CA6",-0.0713682408217429,-0.127815844221329,0.0278416523496039,-0.129092395249695,-0.185810119588463,0.0708919383076368,-0.0260507793667259,-0.0187799477754049,0.123134921635625,0.0987017318801605,0.210261032057467,0.140999726898631,0.204866445404587,-0.0829481034354282
"CA7",0.144022891099313,0.09805886251918,0.0252152569026952,-0.0540398331796189,0.0414278975582349,0.0597419269242207,-0.156647510905219,-0.0756477294464585,-0.0439254545349564,-0.0242067879222902,0.0695362828830851,0.174696094797056,0.101027353370386,0.168107685268032
"CA8",0.25941458275925,0.360895579959075,0.202065503330848,0.0880748313032537,0.0150968841077856,-0.0790931551011309,-0.164544239334302,-0.033872501032231,-0.122829283403725,-0.111369034870928,-0.0939528694139702,0.000859107298806808,-0.095455185963328,0.155412303766965
"CA9",-0.286156103745079,0.0503670650532611,-0.223675735636212,-0.53876016999508,-0.435233505498322,-0.0489946461044323,0.348905116161893,0.415936483612083,0.598174751438058,0.40003922671946,0.366047775197275,0.416414640351213,0.474263409755187,-0.524720042693822
"CAAP1",0.110527871037422,0.121008464120526,0.131274272768676,0.310329588452141,0.419288397203296,-0.0816588045052421,-0.0487960812465823,-0.141742487418615,-0.353529707287309,-0.178670951514249,-0.300030977292778,-0.262697885565294,-0.368536967804086,0.293807130128314
"CAB39",0.324405660638076,0.348192685766775,0.253256346803523,0.492475493505502,0.482293248535373,0.0201676124708287,-0.45514981332448,-0.50358680164879,-0.732005604672827,-0.518535358067594,-0.326089123700086,-0.308578201193395,-0.501742197397017,0.684108507624605
"CAB39L",0.176143105344781,0.242410554563942,0.436954748812033,0.775755591344558,0.695721425951337,-0.15929195661973,-0.325478307185207,-0.431340722243203,-0.7368657688261,-0.500189722723453,-0.532747663708822,-0.565994603422572,-0.563181601528824,0.67852039219717
"CABIN1",0.178563414112181,-0.0158053463607772,-0.102321118791992,-0.0920750130766468,-0.20984821942889,0.205662223194458,-0.0148279682714504,-0.0815747115355952,0.0752774226578686,0.0775495300111444,0.16291691408359,0.108350420840695,0.0603704914330864,-0.0334064667117236
"CABP1",0.0979356656043557,0.238055004831799,0.159097136520854,0.342830546642396,0.225523308050299,0.0138487705030367,-0.219813023991818,-0.26025410596537,-0.329871759379846,-0.262421510733696,-0.174044173714946,-0.143415479836508,-0.109613481743795,0.357021238563567
"CABP2",0.0800121017034996,0.0508327531843971,-0.061947298566196,0.0545021527426529,0.122236084163549,0.0197770125900321,0.032058800989721,-0.0593111915482,-0.126949092011761,-0.0792462579878744,0.00441609085265894,-0.0585561928590045,-0.0721423810753923,0.210668563028335
"CABP5",0.157122970355339,0.0246350157656552,0.0414820008988577,0.0936949246251814,0.0805046073642465,0.152543880110195,-0.118520552404164,-0.1529999301401,-0.135560748445102,-0.135167116569366,-0.0339757609189883,-0.0312674751336041,-0.0754122101544394,0.19291933286233
"CABYR",-0.282504002554503,-0.318131316755111,-0.133294831709925,-0.40282507715736,-0.446622960098237,-0.0669680389578378,0.24282763902936,0.31721312952167,0.540553100624282,0.308072761569661,0.220127162285543,0.268182914805454,0.402665766852055,-0.508915105381996
"CACFD1",0.196955373466346,0.352219845077702,0.270917716744407,0.328065282207858,0.244684087346055,-0.0051689616804677,-0.307567907682257,-0.350110354569528,-0.457322847023906,-0.482823123506317,-0.11306007124742,-0.243713297629383,-0.229653247474481,0.50292956108634
"CACNA1A /// LOC100507353",0.0288945919695787,0.0826709976905185,-0.0772645439346311,-0.0200736075751953,-0.0449255990202003,0.101708924973478,-0.0966420667907513,-0.0898594444552758,-0.0662700706028467,-0.200119942932002,0.154462924904055,0.0792571616762364,-0.0868729026398789,0.114253596969408
"CACNA1B",0.225331917085876,0.0407964545552049,-0.0862524851236765,-0.0282076902227863,0.0571836843407615,0.0348459892001835,-0.155189744290439,-0.254573336937762,-0.0777604447276161,-0.0144782052191752,0.0513809008620447,0.0967250916813961,-0.0234129523668046,0.161131298954452
"CACNA1C",0.0948745626033076,0.261719226558782,0.282414312897666,0.533659323124008,0.248372936686733,-0.0209895844926664,-0.211415893530148,-0.303309582949802,-0.410619852888054,-0.338996803576994,-0.223315956562515,-0.344446002019539,-0.307083564092371,0.431960314500904
"CACNA1D",0.0669860950948376,0.234068405752584,0.202216551797576,0.351496060279054,0.245570244975613,-0.104954345341273,-0.168754496560819,-0.184942274638826,-0.310345226110169,-0.321281494289541,-0.121291655099095,-0.283529036941555,-0.203499769928804,0.339707027028403
"CACNA1E",0.25555983246973,0.142407717046439,0.167911847190818,0.178889576623301,0.180733216239432,0.108858098405102,-0.235984067241102,-0.229896169145517,-0.276187932346582,-0.240642906136477,-0.0505825890457303,-0.12957077600936,-0.105980433383059,0.366477272556573
"CACNA1F",0.0269202982149713,0.0955776252673254,-0.0729003755725492,-0.0989355236548578,-0.00187223825934809,-0.00783942828986203,-0.0114741360365242,-0.016707507894736,0.0335334751755509,-0.00956282289634368,0.0212448161850683,0.13092950149358,0.0203946415422367,0.0684564240904336
"CACNA1G",0.174562384142596,0.249079224829871,0.222392993863462,0.349154065416258,0.294428485426422,0.0382567164467027,-0.271661266368318,-0.341229733860338,-0.448869885311833,-0.364132593990894,-0.117810398454855,-0.177729768672859,-0.211312752572613,0.551096114568619
"CACNA1H",0.349149100103792,0.366098067301801,0.294044517589171,0.554465843552027,0.388152654588814,0.101102261888964,-0.398149858840844,-0.476476337598981,-0.599892851466974,-0.524243194719757,-0.245221302035358,-0.307177420367533,-0.420868021365104,0.654580327207912
"CACNA1I",0.0736334317606637,0.026742883370765,0.0583785507243243,0.0901118282067408,0.132263138129666,0.0877971664746112,-0.0642769702387143,-0.136035618710418,-0.172902839230994,-0.223739125215669,0.00191558304083255,-0.0235157804388993,-0.0433129665606371,0.273020528521446
"CACNA1S",0.213170568729384,0.164169477389217,0.0413846166978598,0.0737507270448788,0.0369668009054428,0.140811009890405,-0.0804072723406869,-0.209690420254956,-0.124331840749688,-0.137674159015445,0.0912097325425553,0.0649005115153305,0.0148685060002933,0.224085736845434
"CACNA2D1",0.0337122015280512,0.0601593094220975,0.185784576355163,0.265489563611183,0.0950268658583428,-0.105075245786277,-0.0754647854411471,-0.0863969471971759,-0.0644313702793542,0.0026167930093955,-0.0767806980672989,-0.143809157365142,-0.0173116885611075,0.0744069532435204
"CACNA2D2",0.123196368677465,0.499121175248088,0.278084661363599,0.383392590738201,0.323932709755408,-0.190589373749088,-0.215508484233461,-0.24123779444169,-0.37522044727706,-0.297021047926065,-0.263703853984591,-0.266379608740947,-0.214352579950856,0.392681917586799
"CACNA2D3",0.0347489259184729,-0.145577728000933,-0.179373886229563,-0.276325496719199,-0.154871357530834,0.168851070261297,0.0854200385049338,0.116445818122135,0.18326825399044,0.0811503610885287,0.291007469207849,0.212792929452537,0.25849918135748,-0.15335526266635
"CACNB1",0.00885618595081024,0.0246954159313428,0.0245434922950676,0.000222147318024688,-0.0230090170050977,0.0186179449149378,-0.102075187608412,-0.130025489282022,-0.0722792374881847,-0.140985858810904,0.0153055342335967,0.0365750448280588,0.102921468326425,0.200116743707595
"CACNB2",0.291307086883966,0.266138804284614,0.380642747869139,0.776068718261657,0.464107610959712,0.0850115044785433,-0.380688647141818,-0.50628073801702,-0.654541519259007,-0.450052790924616,-0.335908879564495,-0.471922954771396,-0.55121454867115,0.619013155600895
"CACNB3",0.0866979295049738,0.0695666748040839,0.0561347712334552,0.17737164212152,0.225662796051002,-0.0616169329307471,-0.235558683267308,-0.10923204207302,-0.351293852485692,-0.32895891293895,-0.182659830919662,-0.187282680677039,-0.156488489893155,0.336500639512049
"CACNB4",0.273666810623843,0.185187347895789,0.238982209293192,0.456762149742813,0.425098284812941,0.0193642210422549,-0.302294211892245,-0.38706965589786,-0.505262216642611,-0.336908743550435,-0.264733655937066,-0.211594693167796,-0.258769452726439,0.500319968535785
"CACNG1",0.00578603057787815,-0.00869257353721736,-0.0112615512967907,-0.0592873921533629,0.0482148725943713,-0.0475845373579192,0.101443222878602,0.102378603778197,0.0798088131955897,0.0385271947328059,0.0893142696930019,0.103915143964584,0.112795193232891,-0.00421900166387788
"CACNG2",0.214315887761778,0.14775928026579,0.0542361038734642,0.0242790616157734,0.0350938197277319,0.0706509026994265,-0.162206987314375,-0.124827738990901,-0.0826526374413477,-0.146755671634672,0.0381865132491431,0.0705919545434061,0.0473657649991445,0.189811780542221
"CACNG3",0.274611155378575,0.1018586867637,0.186451192109551,0.208466287403362,0.30837626527974,-0.0398076228074189,-0.191036568934994,-0.206165226824039,-0.322263109975297,-0.244754656354517,-0.19300909167063,-0.11994301737915,-0.129208460002057,0.398699270570977
"CACNG4",-0.128592939541011,-0.0271592981377931,0.0133456006680253,-0.190475715283543,-0.214724835982974,0.0938496115194343,0.0889232996474784,0.0528456192426688,0.2087915898803,0.075767108268828,0.306663812695267,0.146852490238522,0.22559550307396,-0.0673283485750734
"CACNG5",0.111790596953819,0.160000502580657,0.072558504286666,-0.0484636091467135,-0.00224859222437711,0.0638708863851166,-0.0526198134498875,-0.109034117004875,-0.0444028332819369,-0.0881964183804105,0.0782382607464653,0.0937248578827849,0.0133285895303305,0.156753159930339
"CACTIN",-0.192653316293509,-0.310320846884079,-0.196821141350472,-0.453240301051901,-0.54393869337997,0.00113649970604857,0.326296989698942,0.338731709427612,0.629914690073429,0.415671705697034,0.326324772082803,0.348658247839895,0.439460977423543,-0.56918932280383
"CACYBP",-0.349110238715586,-0.323949341555005,-0.287639944952024,-0.565175457272936,-0.52840866251883,-0.0511653661345424,0.394079809503718,0.616904907877607,0.785307070350604,0.625665615400771,0.286963184198625,0.344118358964242,0.412239334492795,-0.767333278897473
"CAD",-0.481722467163485,-0.370297228346792,-0.280433828413343,-0.614177286137816,-0.609817143022889,-0.0482367963003724,0.560673735988852,0.606161888450363,0.868924691079472,0.657701089880203,0.386090850621744,0.343998149205739,0.525907821550881,-0.853271769632838
"CADM1",0.266867100622474,0.111586614848828,0.328856168246683,0.446171981319464,0.403544979345854,0.0721943220673025,-0.334959116250328,-0.401743289095728,-0.53797618804962,-0.375775773750398,-0.102846024017293,-0.313847500763571,-0.21321149046318,0.515490648965945
"CADM3",0.277095057487274,0.368726046970815,0.434002507297107,0.696563423771148,0.542195808551523,0.0439680218311952,-0.391971575410689,-0.477008618830629,-0.663762268200939,-0.540324710443038,-0.350030569317495,-0.516752855540441,-0.449718474346106,0.702125747972007
"CADM3-AS1",0.215196207946375,0.203418465942407,0.347370869355679,0.624811172196019,0.482676545991009,-0.0591231584235115,-0.332886537890043,-0.438783735575186,-0.531203135194715,-0.328775679721274,-0.346693036545565,-0.467801078346847,-0.389866054554341,0.509723227394696
"CADM4",0.279274813339948,0.187523064932876,0.192346458678999,0.170185940663414,0.058896243187343,-0.0347469457045582,-0.221160268581364,-0.264064587124431,-0.273884097794217,-0.165626985217599,-0.108769483961169,-0.0633120256015474,-0.151224103622363,0.326257697493646
"CADPS",0.244316552045689,0.323932225801634,0.186636726234252,0.224575578512883,0.221153652280193,-0.00421804406909468,-0.203205782380766,-0.226114765771389,-0.274933735047373,-0.192538670593716,-0.19890969280464,-0.140584137171051,-0.252150287410241,0.272806086164679
"CADPS2",-0.0508830948718149,0.211853867624604,0.194286437212732,0.12879176735513,-0.00459927754926477,-0.131965057569871,0.0574463431960278,0.0434239389884457,0.0204087596241828,0.0161258082081477,-0.0517477060306506,0.053539637862647,0.0743684475580254,-0.0210182086430357
"CALB1",-0.246470417869219,-0.243194247431824,-0.26736656843752,-0.446408170266941,-0.443960888219169,-0.0314272628308053,0.32734212102132,0.427703214711159,0.505540676604886,0.418860322673573,0.317915559873573,0.225307063473082,0.372311511322051,-0.508256480686905
"CALB2",0.222424291982929,0.120220921455985,0.232013987859886,0.504406231054175,0.473301348041362,-0.0822749010038509,-0.355147946833118,-0.455232350151051,-0.599791655590285,-0.420292078973267,-0.392920768058666,-0.36790015303526,-0.367954007668752,0.558866342142448
"CALCA",0.111195648262238,-0.0314700465234423,-0.0879740772045461,-0.0405284718498318,0.0154551387080745,0.0886583085147012,-0.246390700167758,-0.210022512621564,-0.118077194301495,-0.169099380406257,0.102069229890635,0.174207115615666,0.0669468815039575,0.210396798692726
"CALCB",0.133265797089396,0.0351218450604113,-0.0792695384173768,-0.036503736074098,0.0440927002774696,0.00581578719459909,0.00369791040407542,-0.159479890807175,-0.0400657413214384,-0.0493188543469992,0.0511952866478386,0.027101838307875,-0.0452934115924926,0.128240814808843
"CALCOCO1",0.463439801184513,0.33040958801722,0.299547597434232,0.574674219360954,0.471029674879037,0.0926763928180503,-0.387555297354343,-0.505408089642617,-0.713524982053574,-0.465708624754287,-0.256200034641648,-0.370999515262597,-0.463750726314761,0.657936395651466
"CALCOCO2",0.456044869053652,0.242642959255678,0.222299120586086,0.610376283461275,0.573248534415784,0.0322232113040563,-0.492187469164977,-0.585190320259275,-0.832515320127299,-0.570335896699604,-0.42025275140558,-0.400780321255794,-0.621021253943032,0.785318762554274
"CALCR",0.0916190825215422,0.0298823473013412,0.15372356244717,0.0307990494397392,0.102591406449233,-0.135509628249744,-0.0640871006131488,-0.0264498648748465,-0.0397013514175993,0.0119535237849529,-0.057230138997508,0.15134122963606,0.116016678021971,0.105296727646049
"CALCRL",-0.0928817815247334,-0.0697512283124976,-0.0554251729998396,-0.0275162171020125,-0.0766217330430125,-0.0977373322966233,0.0638878216366283,0.0775550326138598,0.0446669390016967,-0.0445418109962233,0.0213322340130012,0.116585983118784,0.121028323106815,-0.0646292223248407
"CALD1",-0.238788581698732,0.0766995959115094,0.114194165313133,0.201264163632421,-0.0144436406429835,0.00770351672493341,0.0422985514129249,0.0577682714889401,0.0173227270890149,-0.0669012170377912,0.0628465840862987,-0.127044170115441,0.204482610451703,0.00742448193259481
"CALHM2",-0.0418873859926933,-0.025071507378946,0.0143280967746892,0.151291824782086,0.000337224640578053,0.1015189705089,-0.0128613593789257,-0.0374332381620528,-0.0130782572100909,-0.00166602233051935,0.0764127943437726,0.0151370030542633,0.254818079601687,0.0561034368838721
"CALM1",0.215935376562951,0.238347334005051,0.259511982013952,0.498599588214378,0.369712077890007,0.00837244544912888,-0.355856801053527,-0.378413559044343,-0.512972873436503,-0.331200835458245,-0.264549155514688,-0.354036258678437,-0.394869793986729,0.488972175265153
"CALM1 /// CALM2 /// CALM3",0.346632909535265,0.237734470352879,0.211644464016784,0.565905513956987,0.48796107253146,0.0660366821178079,-0.536232217901578,-0.54125287853234,-0.736759884088384,-0.505198585588783,-0.388292931231144,-0.338189015160044,-0.540483766996148,0.675554997707498
"CALML3",0.226048153619472,-0.055445491476859,0.14116655918593,0.188434770646346,0.223780205815969,0.170105394813675,-0.372707208472507,-0.360796019802775,-0.370693507148305,-0.317208458532655,0.0738913664586213,-0.0490144922553733,-0.140203266633392,0.378195552306176
"CALML4",-0.0353120696066585,0.100529280398142,0.0459991702069132,-0.181700570837336,-0.3281645391032,0.092640350594608,0.0625746300487922,-0.0468332804624642,0.2430619782008,0.217848705227047,0.210272194349658,0.119137976931358,0.10068632921728,-0.217459274990658
"CALML5",0.122008058729617,-0.0467439687084124,-0.150875698785934,-0.149095972830278,-0.0785843268923806,0.0898369877147221,-0.00565368573325814,-0.00672241742892491,-0.0334442346747679,-0.037948041262621,0.0705933538212003,0.112284606415746,-0.0167774229524192,0.0018337488144766
"CALR",-0.210817692508572,-0.207280645919235,-0.339668938445738,-0.509054439707122,-0.479178518029454,-0.172205629470951,0.122679986211038,0.339351201376573,0.454620647809896,0.322520189195337,0.190862461480035,0.271659274742544,0.231516766158793,-0.47107669436218
"CALU",-0.423062287033817,-0.326332762534394,-0.2928293365393,-0.70605700302504,-0.723608263736038,-0.0738440795362744,0.438929394684329,0.588148930302647,0.861056883118302,0.575164949897406,0.509939614498574,0.539822442137576,0.673192139779037,-0.815134667040332
"CALY",0.185441370697029,0.328334999171097,0.191273252538055,0.297026647107989,0.242315288920181,-0.00963924719659235,-0.289072878117085,-0.309092177888854,-0.384758868071897,-0.336554096469003,-0.145542437906663,-0.189170194078168,-0.226587831932255,0.446048362541507
"CAMK1",0.309520930370584,0.168375536093958,0.179430451022255,0.352306823304258,0.310749693811175,0.0808027136310596,-0.228898177666267,-0.356680533242887,-0.435795587811991,-0.305851552780016,-0.175480416985537,0.0309017907822814,-0.193951629467086,0.462030122573414
"CAMK1D",0.237617071249643,0.0402358230047534,0.178837370027721,0.363344428472767,0.319054631318541,0.207928316659879,-0.299255750156199,-0.366798635994167,-0.445166794004188,-0.340653119876139,-0.0214771475540331,-0.182808305180629,-0.237170894697963,0.4674904282067
"CAMK1G",0.158570290048404,0.177472938903139,0.157394463279273,0.222384963848753,0.276012177939259,0.013560525185383,-0.252930377162813,-0.239544666176655,-0.312946180272934,-0.342619705449334,-0.121169646461621,-0.0551557022125663,-0.165498844814623,0.397744676211961
"CAMK2A",0.31112124072574,0.250158634277675,0.260792229751568,0.325953628917599,0.340815102271508,0.0440703238020161,-0.336867284816506,-0.321743810709183,-0.438710849031226,-0.373448796554703,-0.196907482657489,-0.226516035576546,-0.282251977064735,0.514817072810689
"CAMK2B",0.185331742465386,-0.0427051243479541,-0.0738374109767719,0.035024223828633,0.065029455658125,0.0597705352255591,-0.2505592077708,-0.34016036052085,-0.20596698401818,-0.20843650086964,0.122648171588216,0.0310252095783148,-0.0590403701327806,0.261701088789789
"CAMK2G",0.191568537020776,0.164346573886874,0.330778430921509,0.51095690046802,0.257769353334187,0.0414892960858508,-0.356462025520335,-0.389655946442197,-0.47494069746251,-0.459377882907398,-0.246803949212124,-0.35655110535367,-0.312799605864052,0.472579276492038
"CAMK2N1",0.286024503121911,0.251908942984514,0.279554194022525,0.637096807909151,0.602073377093664,0.0251321270633813,-0.523630950399661,-0.598275807119421,-0.841849960270727,-0.569746847038249,-0.453751017430888,-0.427754672554794,-0.538450274426901,0.794868421104577
"CAMK4",0.222252672967704,0.0570103342294586,0.0247274789617747,0.0434773003402809,0.117134512053511,0.292010843369135,-0.140366379014999,-0.168489723356176,-0.198686286848847,-0.205322303871184,-0.0467597926101509,0.102479260715068,-0.0592845384182196,0.267215740569338
"CAMKK2",-0.168896530325166,-0.131304954186106,-0.177927642125306,-0.365830556701724,-0.383128170824586,0.0558679244440636,0.104007882419964,0.262267055277295,0.487807922622381,0.393276591003949,0.184650965543859,0.351048590851605,0.378509082606358,-0.435946088425216
